Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	  0,0942	0	       0	0	     0,1	
0,25	  0,0954	0,25	   107,4	0,25	     0,2	
0,5	  0,0324	0,5	     102	0,5	     0,2	
0,75	  0,0221	0,75	   90,46	0,75	     0,2	
1	  0,0123	1	   89,94	1	     0,2	
1,25	  0,0116	1,25	   79,61	1,25	     0,2	
1,5	  0,0211	1,5	  -24,33	1,5	     0,6	
1,75	  0,0223	1,75	  -169,1	1,75	     0,6	
2	  0,0216	2	     165	2	     0,6	
2,25	  0,0119	2,25	   146,5	2,25	     0,4	
2,5	   0,016	2,5	     157	2,5	     0,5	
2,75	  0,0179	2,75	   134,4	2,75	     0,6	
3	  0,0143	3	   94,47	3	     0,6	
3,25	  0,0105	3,25	   114,5	3,25	     0,5	
3,5	  0,0152	3,5	     157	3,5	     0,7	
3,75	  0,0284	3,75	   131,7	3,75	     0,9	
4	  0,0318	4	   121,6	4	     0,9	
4,25	  0,0348	4,25	   108,5	4,25	     0,9	
4,5	  0,0232	4,5	    94,6	4,5	     0,8	
4,75	  0,0297	4,75	   90,84	4,75	     0,8	
5	  0,0328	5	   68,22	5	     0,9	
5,25	  0,0284	5,25	   53,53	5,25	     0,9	
5,5	  0,0369	5,5	   46,79	5,5	     0,9	
5,75	  0,0367	5,75	   39,36	5,75	     0,9	
6	  0,0354	6	   31,57	6	     0,9	
6,25	  0,0288	6,25	   25,39	6,25	     0,9	
6,5	  0,0241	6,5	   16,73	6,5	     0,8	
6,75	  0,0203	6,75	   3,225	6,75	     0,8	
7	  0,0203	7	  0,4531	7	     0,8	
7,25	  0,0266	7,25	  -7,541	7,25	     0,9	
7,5	  0,0305	7,5	  -11,16	7,5	     0,9	
7,75	  0,0313	7,75	  -18,33	7,75	     0,9	
8	  0,0267	8	   -21,5	8	     0,9	
8,25	  0,0237	8,25	  -20,61	8,25	     0,9	
8,5	  0,0229	8,5	   -32,2	8,5	     0,9	
8,75	   0,024	8,75	  -51,65	8,75	     0,8	
9	  0,0274	9	  -79,09	9	     0,9	
9,25	  0,0249	9,25	  -95,54	9,25	     0,8	
9,5	  0,0232	9,5	   -92,7	9,5	     0,8	
9,75	  0,0193	9,75	  -94,65	9,75	     0,8	
10	  0,0148	10	  -95,35	10	     0,8	
10,25	 0,00994	10,25	  -94,44	10,25	     0,7	
10,5	 0,00691	10,5	  -81,63	10,5	     0,6	
10,75	 0,00926	10,75	   -83,7	10,75	     0,9	
11	  0,0114	11	  -97,09	11	     0,8	
11,25	  0,0139	11,25	    -103	11,25	     0,8	
11,5	  0,0137	11,5	  -101,2	11,5	     0,8	
11,75	  0,0146	11,75	  -100,9	11,75	     0,9	
12	  0,0124	12	  -104,5	12	     0,9	
12,25	  0,0112	12,25	  -113,8	12,25	     0,8	
12,5	 0,00989	12,5	  -129,3	12,5	     0,7	
12,75	  0,0116	12,75	  -145,9	12,75	     0,8	
13	  0,0125	13	  -152,9	13	     0,8	
13,25	  0,0134	13,25	  -158,9	13,25	     0,8	
13,5	  0,0123	13,5	  -162,4	13,5	     0,8	
13,75	 0,00985	13,75	  -172,1	13,75	     0,6	
14	 0,00478	14	  -178,9	14	     0,3	
14,25	  0,0017	14,25	  -133,2	14,25	     0,1	
14,5	 0,00323	14,5	  -112,9	14,5	     0,2	
14,75	 0,00518	14,75	  -121,7	14,75	     0,4	
15	 0,00759	15	  -134,9	15	     0,6	
15,25	 0,00994	15,25	  -138,3	15,25	     0,7	
15,5	  0,0114	15,5	  -139,3	15,5	     0,8	
15,75	  0,0125	15,75	  -146,3	15,75	     0,8	
16	  0,0133	16	  -161,6	16	     0,7	
16,25	  0,0128	16,25	   172,3	16,25	     0,7	
16,5	  0,0138	16,5	   135,1	16,5	     0,8	
16,75	  0,0137	16,75	   109,8	16,75	     0,8	
17	 0,00973	17	   98,86	17	     0,7	
17,25	 0,00763	17,25	   84,48	17,25	     0,8	
17,5	 0,00534	17,5	   91,04	17,5	     0,7	
17,75	 0,00366	17,75	   110,5	17,75	     0,8	
18	 0,00234	18	   121,1	18	     0,4	
18,25	 0,00347	18,25	     117	18,25	     0,5	
18,5	 0,00485	18,5	     116	18,5	     0,7	
18,75	 0,00397	18,75	   63,84	18,75	     0,3	
19	 0,00482	19	   65,62	19	     0,6	
