Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	   0,115	0	       0	0	       1	
0,25	 0,00865	0,25	   15,14	0,25	     0,6	
0,5	 0,00572	0,5	   9,699	0,5	     0,1	
0,75	 0,00686	0,75	   151,5	0,75	     0,5	
1	  0,0089	1	   151,4	1	     0,9	
1,25	  0,0088	1,25	   146,3	1,25	     0,9	
1,5	  0,0201	1,5	   157,5	1,5	       1	
1,75	  0,0352	1,75	   158,7	1,75	       1	
2	  0,0828	2	   144,4	2	       1	
2,25	    0,38	2,25	   96,73	2,25	       1	
2,5	   0,127	2,5	  -7,087	2,5	       1	
2,75	  0,0806	2,75	  -5,817	2,75	       1	
3	  0,0747	3	  -8,296	3	       1	
3,25	  0,0733	3,25	   -9,11	3,25	       1	
3,5	  0,0759	3,5	  -18,96	3,5	       1	
3,75	   0,084	3,75	  -20,64	3,75	       1	
4	   0,101	4	  -32,28	4	       1	
4,25	   0,122	4,25	  -32,48	4,25	       1	
4,5	   0,195	4,5	  -49,55	4,5	       1	
4,75	   0,267	4,75	  -104,2	4,75	       1	
5	    0,13	5	  -114,9	5	       1	
5,25	   0,147	5,25	  -141,6	5,25	       1	
5,5	   0,111	5,5	  -143,5	5,5	       1	
5,75	   0,113	5,75	  -153,6	5,75	       1	
6	   0,108	6	  -166,2	6	       1	
6,25	   0,111	6,25	  -176,7	6,25	       1	
6,5	  0,0908	6,5	   164,7	6,5	       1	
6,75	   0,106	6,75	   157,5	6,75	       1	
7	  0,0839	7	   143,8	7	       1	
7,25	   0,107	7,25	   135,9	7,25	       1	
7,5	   0,108	7,5	   107,7	7,5	       1	
7,75	   0,084	7,75	   91,94	7,75	       1	
8	  0,0935	8	   79,28	8	       1	
8,25	  0,0931	8,25	   45,86	8,25	       1	
8,5	  0,0723	8,5	   19,05	8,5	       1	
8,75	  0,0594	8,75	   2,701	8,75	       1	
9	  0,0591	9	  -19,74	9	       1	
9,25	  0,0751	9,25	  -46,42	9,25	       1	
9,5	  0,0766	9,5	  -103,8	9,5	       1	
9,75	  0,0553	9,75	  -136,1	9,75	       1	
10	  0,0611	10	  -163,8	10	       1	
10,25	   0,056	10,25	   159,4	10,25	     0,9	
10,5	  0,0461	10,5	   125,9	10,5	     0,9	
10,75	  0,0256	10,75	   123,5	10,75	     0,9	
11	  0,0352	11	   120,7	11	       1	
11,25	  0,0304	11,25	   95,82	11,25	       1	
11,5	  0,0254	11,5	   99,03	11,5	       1	
11,75	  0,0275	11,75	   92,67	11,75	       1	
12	  0,0296	12	   90,85	12	       1	
12,25	  0,0362	12,25	   75,75	12,25	       1	
12,5	   0,036	12,5	   59,02	12,5	       1	
12,75	  0,0365	12,75	   43,75	12,75	       1	
13	  0,0317	13	   21,31	13	       1	
13,25	  0,0236	13,25	   12,27	13,25	       1	
13,5	  0,0207	13,5	   9,991	13,5	       1	
13,75	  0,0188	13,75	   1,033	13,75	       1	
14	  0,0149	14	  -1,964	14	       1	
14,25	  0,0125	14,25	   4,833	14,25	       1	
14,5	   0,013	14,5	   3,675	14,5	       1	
14,75	   0,012	14,75	   1,096	14,75	       1	
15	  0,0114	15	   5,942	15	       1	
15,25	  0,0122	15,25	    4,65	15,25	       1	
15,5	  0,0129	15,5	 -0,8545	15,5	       1	
15,75	  0,0134	15,75	  -12,24	15,75	       1	
16	  0,0112	16	  -28,52	16	       1	
16,25	 0,00682	16,25	  -31,36	16,25	       1	
16,5	 0,00545	16,5	   9,048	16,5	     0,9	
16,75	  0,0102	16,75	      21	16,75	       1	
17	  0,0132	17	   5,803	17	       1	
17,25	  0,0144	17,25	  -8,433	17,25	       1	
17,5	   0,014	17,5	  -17,63	17,5	       1	
17,75	  0,0145	17,75	  -23,22	17,75	       1	
18	  0,0149	18	  -32,62	18	       1	
