Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	  0,0319	0	     180	0	     0,1	
0,25	   0,026	0,25	  -116,2	0,25	     0,1	
0,5	  0,0081	0,5	  -36,54	0,5	       0	
0,75	 0,00448	0,75	  -78,89	0,75	       0	
1	 0,00592	1	  -22,84	1	     0,1	
1,25	  0,0201	1,25	  -24,03	1,25	     0,7	
1,5	  0,0147	1,5	  -167,2	1,5	     0,7	
1,75	 0,00983	1,75	  -165,8	1,75	     0,6	
2	 0,00864	2	  -162,8	2	     0,6	
2,25	 0,00868	2,25	  -176,1	2,25	     0,7	
2,5	  0,0103	2,5	   179,3	2,5	     0,8	
2,75	  0,0115	2,75	   163,4	2,75	     0,8	
3	  0,0171	3	   137,2	3	     0,9	
3,25	 0,00985	3,25	   107,4	3,25	     0,8	
3,5	  0,0177	3,5	   109,4	3,5	     0,9	
3,75	  0,0145	3,75	   61,27	3,75	     0,9	
4	  0,0125	4	   53,31	4	     0,9	
4,25	  0,0106	4,25	   40,46	4,25	     0,9	
4,5	 0,00925	4,5	   30,42	4,5	     0,8	
4,75	 0,00783	4,75	   32,28	4,75	     0,8	
5	 0,00676	5	   25,28	5	     0,9	
5,25	 0,00766	5,25	   17,39	5,25	     0,9	
5,5	 0,00679	5,5	   11,19	5,5	     0,9	
5,75	 0,00741	5,75	   1,236	5,75	     0,9	
6	 0,00639	6	  -18,42	6	     0,9	
6,25	 0,00334	6,25	  -4,047	6,25	     0,7	
6,5	 0,00412	6,5	-0,00606	6,5	     0,8	
6,75	 0,00378	6,75	   15,18	6,75	     0,7	
7	 0,00571	7	   29,41	7	     0,8	
7,25	 0,00994	7,25	   13,82	7,25	     0,9	
7,5	  0,0144	7,5	  -17,69	7,5	       1	
7,75	  0,0167	7,75	  -59,76	7,75	       1	
8	  0,0149	8	  -106,7	8	       1	
8,25	 0,00987	8,25	  -162,7	8,25	     0,9	
8,5	  0,0036	8,5	   159,8	8,5	     0,7	
8,75	  0,0016	8,75	   156,5	8,75	     0,4	
9	 0,00206	9	   150,9	9	     0,6	
9,25	 0,00226	9,25	   88,25	9,25	     0,6	
9,5	 0,00324	9,5	   76,81	9,5	     0,7	
9,75	 0,00353	9,75	   30,63	9,75	     0,8	
10	 0,00396	10	  -3,223	10	     0,9	
10,25	 0,00352	10,25	   -39,3	10,25	     0,8	
10,5	 0,00337	10,5	  -73,98	10,5	     0,8	
10,75	 0,00343	10,75	  -111,2	10,75	     0,9	
11	 0,00255	11	  -153,2	11	     0,8	
11,25	 0,00204	11,25	  -168,4	11,25	     0,7	
11,5	 0,00232	11,5	   162,9	11,5	     0,8	
11,75	 0,00274	11,75	   150,6	11,75	     0,8	
12	 0,00269	12	   129,1	12	     0,8	
12,25	 0,00294	12,25	   105,8	12,25	     0,7	
12,5	 0,00285	12,5	   84,03	12,5	     0,7	
12,75	 0,00201	12,75	   86,58	12,75	     0,7	
13	 0,00227	13	   69,51	13	     0,8	
13,25	 0,00177	13,25	   52,38	13,25	     0,6	
13,5	0,000314	13,5	   41,39	13,5	       0	
13,75	  0,0014	13,75	   163,3	13,75	     0,3	
14	 0,00241	14	   120,8	14	     0,5	
14,25	 0,00242	14,25	     126	14,25	     0,6	
14,5	 0,00335	14,5	   134,3	14,5	     0,8	
14,75	 0,00449	14,75	     124	14,75	     0,9	
15	 0,00528	15	   108,1	15	       1	
15,25	 0,00567	15,25	   92,41	15,25	     0,9	
15,5	 0,00518	15,5	   81,82	15,5	     0,9	
15,75	 0,00552	15,75	   83,02	15,75	     0,9	
16	 0,00544	16	   77,56	16	     0,9	
16,25	 0,00535	16,25	   71,03	16,25	     0,9	
16,5	 0,00506	16,5	   77,55	16,5	     0,9	
16,75	 0,00555	16,75	   78,38	16,75	     0,9	
17	 0,00625	17	   84,47	17	     0,9	
17,25	 0,00783	17,25	   80,03	17,25	       1	
17,5	 0,00955	17,5	   74,78	17,5	       1	
17,75	  0,0112	17,75	   62,89	17,75	       1	
18	  0,0116	18	   50,15	18	       1	
18,25	  0,0125	18,25	   34,41	18,25	       1	
18,5	  0,0112	18,5	   19,91	18,5	       1	
18,75	 0,00884	18,75	   11,97	18,75	       1	
19	 0,00854	19	   14,52	19	       1	
19,25	 0,00837	19,25	   10,06	19,25	       1	
19,5	  0,0078	19,5	  0,7638	19,5	       1	
19,75	 0,00702	19,75	  -10,51	19,75	     0,9	
20	 0,00503	20	  -21,05	20	     0,9	
20,25	 0,00268	20,25	     -18	20,25	     0,7	
20,5	 0,00218	20,5	   45,45	20,5	     0,8	
