Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	 0,00515	0	     180	0	       0	
0,25	  0,0523	0,25	   33,25	0,25	     0,2	
0,5	   0,029	0,5	   83,01	0,5	     0,4	
0,75	  0,0111	0,75	   88,63	0,75	     0,2	
1	 0,00817	1	   136,6	1	     0,2	
1,25	  0,0156	1,25	   157,6	1,25	     0,5	
1,5	   0,061	1,5	   152,6	1,5	     0,8	
1,75	  0,0439	1,75	   18,56	1,75	     0,8	
2	  0,0218	2	   18,44	2	     0,8	
2,25	  0,0158	2,25	   18,92	2,25	     0,8	
2,5	  0,0159	2,5	      21	2,5	     0,8	
2,75	 0,00985	2,75	   16,38	2,75	     0,7	
3	  0,0142	3	   54,85	3	     0,7	
3,25	  0,0353	3,25	  -8,326	3,25	     0,9	
3,5	  0,0195	3,5	  -14,62	3,5	     0,9	
3,75	  0,0161	3,75	  -22,67	3,75	     0,9	
4	  0,0184	4	  -15,29	4	     0,9	
4,25	  0,0224	4,25	  -21,81	4,25	       1	
4,5	  0,0259	4,5	  -36,91	4,5	       1	
4,75	  0,0319	4,75	  -50,52	4,75	       1	
5	  0,0408	5	  -69,76	5	       1	
5,25	   0,024	5,25	   -99,1	5,25	       1	
5,5	  0,0304	5,5	   -95,3	5,5	       1	
5,75	  0,0359	5,75	  -115,7	5,75	     0,9	
6	  0,0254	6	  -147,1	6	     0,9	
6,25	  0,0156	6,25	  -135,6	6,25	     0,9	
6,5	  0,0244	6,5	  -125,8	6,5	     0,9	
6,75	  0,0285	6,75	  -155,4	6,75	     0,9	
7	   0,021	7	  -165,6	7	     0,9	
7,25	  0,0221	7,25	    -174	7,25	     0,9	
7,5	  0,0214	7,5	   174,1	7,5	     0,9	
