Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	  0,0365	0	     180	0	     0,1	
0,25	 0,00276	0,25	  -124,6	0,25	       0	
0,5	 0,00741	0,5	  -39,95	0,5	     0,2	
0,75	 0,00585	0,75	  -126,3	0,75	     0,4	
1	  0,0118	1	  -152,6	1	     0,8	
1,25	  0,0188	1,25	  -164,6	1,25	       1	
1,5	  0,0652	1,5	   173,3	1,5	       1	
1,75	  0,0578	1,75	    21,4	1,75	       1	
2	  0,0245	2	   11,86	2	       1	
2,25	  0,0173	2,25	   10,02	2,25	       1	
2,5	  0,0152	2,5	   11,22	2,5	       1	
2,75	  0,0121	2,75	   4,061	2,75	       1	
3	  0,0104	3	   28,63	3	       1	
3,25	  0,0357	3,25	  -11,39	3,25	       1	
3,5	  0,0185	3,5	  -16,71	3,5	       1	
3,75	  0,0173	3,75	  -33,07	3,75	       1	
4	  0,0183	4	  -19,85	4	       1	
4,25	  0,0235	4,25	  -24,88	4,25	       1	
4,5	  0,0279	4,5	  -40,49	4,5	       1	
4,75	  0,0335	4,75	   -51,2	4,75	       1	
5	  0,0419	5	  -74,24	5	       1	
5,25	  0,0255	5,25	  -109,2	5,25	       1	
5,5	  0,0292	5,5	  -100,8	5,5	       1	
5,75	  0,0336	5,75	  -118,7	5,75	       1	
6	  0,0268	6	  -150,5	6	       1	
6,25	  0,0147	6,25	  -154,2	6,25	       1	
6,5	  0,0183	6,5	  -120,8	6,5	       1	
6,75	  0,0224	6,75	  -150,3	6,75	       1	
7	    0,02	7	  -151,7	7	       1	
7,25	  0,0215	7,25	  -174,2	7,25	       1	
7,5	  0,0203	7,5	  -179,3	7,5	     0,9	
7,75	   0,025	7,75	   161,2	7,75	       1	
8	  0,0204	8	     127	8	       1	
8,25	  0,0108	8,25	   117,9	8,25	     0,9	
8,5	 0,00923	8,5	   146,9	8,5	     0,9	
8,75	  0,0153	8,75	   137,8	8,75	     0,9	
9	  0,0142	9	   116,6	9	     0,9	
9,25	  0,0142	9,25	   102,7	9,25	       1	
9,5	   0,014	9,5	   91,02	9,5	       1	
9,75	   0,014	9,75	   88,55	9,75	       1	
10	  0,0157	10	   65,92	10	       1	
10,25	   0,014	10,25	   46,34	10,25	       1	
10,5	 0,00975	10,5	   39,28	10,5	     0,9	
10,75	  0,0106	10,75	   50,62	10,75	     0,9	
11	  0,0148	11	   46,26	11	       1	
11,25	  0,0175	11,25	   34,94	11,25	       1	
11,5	  0,0203	11,5	   16,82	11,5	       1	
11,75	  0,0217	11,75	   5,069	11,75	       1	
12	  0,0245	12	  -9,687	12	       1	
12,25	  0,0263	12,25	  -26,55	12,25	       1	
12,5	  0,0283	12,5	  -42,67	12,5	       1	
12,75	  0,0296	12,75	  -61,19	12,75	       1	
13	  0,0299	13	  -79,16	13	       1	
13,25	  0,0277	13,25	  -101,5	13,25	       1	
13,5	  0,0244	13,5	  -119,4	13,5	       1	
13,75	  0,0196	13,75	  -140,7	13,75	     0,9	
14	  0,0101	14	  -159,1	14	     0,9	
14,25	 0,00839	14,25	    -111	14,25	     0,9	
14,5	  0,0123	14,5	  -133,4	14,5	     0,9	
14,75	 0,00929	14,75	  -164,2	14,75	     0,8	
15	 0,00316	15	   159,3	15	     0,5	
15,25	  0,0041	15,25	  -55,39	15,25	     0,8	
15,5	 0,00615	15,5	  -70,99	15,5	     0,8	
15,75	  0,0087	15,75	  -64,06	15,75	     0,8	
16	  0,0149	16	  -71,07	16	       1	
16,25	  0,0203	16,25	  -96,98	16,25	       1	
16,5	  0,0213	16,5	  -121,6	16,5	       1	
16,75	  0,0175	16,75	  -135,1	16,75	       1	
17	   0,017	17	  -135,9	17	       1	
17,25	  0,0179	17,25	  -144,9	17,25	       1	
17,5	  0,0197	17,5	  -157,9	17,5	       1	
17,75	  0,0163	17,75	  -173,1	17,75	       1	
18	  0,0125	18	  -166,6	18	     0,9	
18,25	  0,0171	18,25	  -165,9	18,25	       1	
18,5	  0,0177	18,5	   168,9	18,5	       1	
18,75	  0,0129	18,75	   155,7	18,75	     0,9	
19	  0,0116	19	   156,2	19	       1	
19,25	  0,0104	19,25	   141,8	19,25	     0,9	
19,5	 0,00598	19,5	   119,8	19,5	     0,8	
19,75	 0,00147	19,75	   117,1	19,75	     0,2	
20	 0,00602	20	    -122	20	     0,8	
20,25	  0,0106	20,25	  -146,4	20,25	     0,9	
20,5	   0,011	20,5	  -173,6	20,5	       1	
20,75	 0,00923	20,75	  -170,9	20,75	     0,9	
21	  0,0119	21	  -166,6	21	     0,9	
21,25	  0,0156	21,25	   177,1	21,25	       1	
21,5	  0,0157	21,5	   158,2	21,5	       1	
21,75	  0,0149	21,75	     145	21,75	       1	
22	   0,014	22	   128,6	22	       1	
22,25	  0,0123	22,25	   112,7	22,25	       1	
22,5	 0,00952	22,5	   82,97	22,5	     0,9	
22,75	 0,00375	22,75	   51,17	22,75	     0,7	
23	  0,0027	23	    -163	23	     0,7	
23,25	 0,00467	23,25	   160,9	23,25	     0,9	
23,5	 0,00411	23,5	   155,2	23,5	     0,8	
23,75	 0,00588	23,75	   157,5	23,75	     0,9	
24	 0,00594	24	   128,1	24	     0,9	
24,25	 0,00506	24,25	   80,42	24,25	     0,9	
24,5	 0,00351	24,5	   -13,6	24,5	     0,9	
24,75	 0,00629	24,75	  -89,12	24,75	       1	
25	 0,00793	25	  -126,3	25	     0,9	
25,25	 0,00906	25,25	  -141,7	25,25	       1	
25,5	  0,0109	25,5	  -156,1	25,5	       1	
25,75	  0,0109	25,75	  -166,3	25,75	       1	
26	  0,0111	26	  -173,4	26	       1	
26,25	  0,0118	26,25	  -177,5	26,25	       1	
26,5	   0,012	26,5	   177,9	26,5	       1	
26,75	  0,0124	26,75	   176,1	26,75	       1	
27	  0,0145	27	   169,4	27	       1	
27,25	  0,0146	27,25	   162,2	27,25	       1	
27,5	   0,015	27,5	   155,9	27,5	       1	
27,75	  0,0156	27,75	   152,5	27,75	       1	
28	  0,0163	28	     148	28	       1	
28,25	  0,0175	28,25	   142,3	28,25	       1	
28,5	   0,019	28,5	   131,7	28,5	       1	
28,75	  0,0185	28,75	   121,5	28,75	       1	
29	  0,0174	29	   112,3	29	       1	
29,25	  0,0161	29,25	   102,6	29,25	       1	
29,5	  0,0142	29,5	   98,34	29,5	       1	
29,75	  0,0123	29,75	   94,79	29,75	       1	
30	  0,0121	30	   90,37	30	       1	
30,25	  0,0103	30,25	   90,58	30,25	       1	
30,5	 0,00986	30,5	   93,88	30,5	       1	
30,75	 0,00965	30,75	   89,34	30,75	       1	
31	 0,00869	31	   87,42	31	     0,9	
31,25	 0,00799	31,25	   89,79	31,25	       1	
31,5	 0,00797	31,5	   91,03	31,5	       1	
31,75	 0,00716	31,75	   90,43	31,75	       1	
32	 0,00658	32	   98,78	32	     0,9	
32,25	 0,00754	32,25	   105,5	32,25	       1	
32,5	 0,00874	32,5	   100,6	32,5	       1	
32,75	 0,00859	32,75	   93,17	32,75	       1	
33	 0,00768	33	   92,45	33	       1	
33,25	 0,00791	33,25	   96,13	33,25	       1	
33,5	 0,00846	33,5	   94,84	33,5	       1	
33,75	 0,00752	33,75	   93,14	33,75	       1	
34	 0,00817	34	   102,2	34	       1	
34,25	  0,0102	34,25	   99,11	34,25	       1	
34,5	  0,0106	34,5	   87,14	34,5	       1	
34,75	 0,00989	34,75	    82,1	34,75	       1	
35	  0,0103	35	   85,24	35	       1	
35,25	  0,0114	35,25	   72,45	35,25	       1	
35,5	 0,00974	35,5	   63,66	35,5	     0,9	
35,75	 0,00815	35,75	   65,98	35,75	     0,9	
36	 0,00844	36	    72,3	36	       1	
36,25	 0,00957	36,25	   68,38	36,25	       1	
36,5	 0,00963	36,5	   57,09	36,5	       1	
36,75	 0,00841	36,75	   50,16	36,75	       1	
37	 0,00795	37	   46,72	37	       1	
37,25	 0,00652	37,25	    37,5	37,25	     0,9	
37,5	 0,00394	37,5	   47,39	37,5	     0,8	
37,75	  0,0046	37,75	   71,97	37,75	     0,8	
38	 0,00545	38	   68,09	38	     0,9	
38,25	 0,00525	38,25	   69,74	38,25	     0,9	
38,5	 0,00561	38,5	   75,28	38,5	     0,9	
38,75	 0,00651	38,75	   76,53	38,75	     0,9	
39	 0,00705	39	   71,65	39	     0,9	
39,25	 0,00764	39,25	    67,6	39,25	       1	
39,5	 0,00788	39,5	   63,86	39,5	     0,9	
39,75	 0,00816	39,75	   56,79	39,75	       1	
40	 0,00806	40	   53,61	40	     0,9	
40,25	 0,00775	40,25	   42,15	40,25	     0,9	
40,5	  0,0064	40,5	   35,59	40,5	     0,9	
40,75	 0,00533	40,75	    42,6	40,75	     0,8	
41	 0,00496	41	   46,58	41	     0,9	
41,25	 0,00482	41,25	   53,58	41,25	     0,8	
41,5	 0,00505	41,5	   54,33	41,5	     0,8	
41,75	 0,00524	41,75	   61,01	41,75	     0,9	
42	 0,00602	42	   60,65	42	     0,9	
42,25	  0,0064	42,25	    56,8	42,25	       1	
42,5	 0,00609	42,5	   54,95	42,5	     0,9	
42,75	 0,00603	42,75	   49,74	42,75	     0,9	
43	  0,0059	43	   51,36	43	     0,9	
43,25	 0,00592	43,25	   51,87	43,25	     0,9	
43,5	  0,0057	43,5	   52,47	43,5	       1	
43,75	 0,00601	43,75	   58,73	43,75	       1	
44	 0,00694	44	   59,55	44	     0,9	
44,25	 0,00746	44,25	   53,34	44,25	     0,9	
44,5	 0,00738	44,5	   52,93	44,5	     0,9	
44,75	 0,00823	44,75	   49,82	44,75	       1	
45	 0,00872	45	   40,51	45	     0,9	
45,25	  0,0083	45,25	   35,98	45,25	     0,9	
45,5	 0,00799	45,5	   32,24	45,5	     0,9	
45,75	  0,0079	45,75	   31,34	45,75	     0,9	
46	 0,00781	46	   30,42	46	     0,9	
46,25	 0,00768	46,25	   22,37	46,25	     0,9	
46,5	 0,00725	46,5	   24,99	46,5	     0,9	
46,75	 0,00773	46,75	   26,99	46,75	     0,9	
47	 0,00786	47	   22,12	47	     0,9	
47,25	 0,00775	47,25	   18,63	47,25	     0,9	
47,5	 0,00809	47,5	   15,49	47,5	       1	
47,75	  0,0079	47,75	   12,71	47,75	     0,9	
48	 0,00806	48	   7,967	48	       1	
48,25	 0,00761	48,25	   2,171	48,25	       1	
48,5	 0,00723	48,5	 0,08087	48,5	       1	
48,75	 0,00711	48,75	  -1,546	48,75	       1	
49	 0,00705	49	  -2,101	49	     0,9	
49,25	 0,00709	49,25	  -5,557	49,25	     0,9	
49,5	 0,00762	49,5	  -10,53	49,5	       1	
49,75	 0,00776	49,75	   -17,8	49,75	       1	
50	 0,00713	50	  -26,91	50	       1	
50,25	 0,00607	50,25	  -32,52	50,25	     0,9	
50,5	 0,00607	50,5	  -31,92	50,5	     0,9	
50,75	 0,00598	50,75	   -37,6	50,75	     0,9	
51	 0,00568	51	  -45,92	51	     0,8	
51,25	 0,00499	51,25	  -50,33	51,25	     0,7	
51,5	 0,00447	51,5	  -58,18	51,5	     0,6	
51,75	 0,00438	51,75	  -65,95	51,75	     0,6	
52	 0,00298	52	  -84,08	52	     0,4	
52,25	 0,00202	52,25	  -73,99	52,25	     0,3	
52,5	 0,00144	52,5	  -73,86	52,5	     0,1	
52,75	0,000976	52,75	  -54,99	52,75	     0,1	
53	  0,0014	53	  -5,585	53	     0,1	
53,25	 0,00165	53,25	  -11,82	53,25	     0,2	
53,5	 0,00238	53,5	  -13,66	53,5	     0,3	
53,75	 0,00284	53,75	  -28,67	53,75	     0,4	
54	 0,00296	54	  -41,65	54	     0,4	
54,25	 0,00259	54,25	   -59,1	54,25	     0,4	
54,5	 0,00214	54,5	  -69,49	54,5	     0,3	
54,75	  0,0018	54,75	  -87,33	54,75	     0,3	
55	 0,00154	55	  -105,9	55	     0,2	
55,25	0,000987	55,25	  -125,9	55,25	     0,1	
55,5	0,000673	55,5	  -157,7	55,5	       0	
55,75	0,000975	55,75	   165,6	55,75	     0,1	
56	 0,00114	56	   113,9	56	     0,2	
56,25	 0,00141	56,25	   84,09	56,25	     0,2	
56,5	 0,00157	56,5	   55,67	56,5	     0,4	
56,75	 0,00192	56,75	   42,49	56,75	     0,5	
57	 0,00146	57	   25,87	57	     0,4	
57,25	 0,00151	57,25	   11,01	57,25	     0,4	
57,5	  0,0011	57,5	  -1,337	57,5	     0,2	
57,75	0,000881	57,75	  -9,517	57,75	     0,1	
58	0,000663	58	  -9,096	58	     0,1	
58,25	0,000376	58,25	  0,0285	58,25	       0	
58,5	 9,82E-5	58,5	   178,2	58,5	       0	
58,75	0,000391	58,75	   127,7	58,75	       0	
59	0,000687	59	   112,5	59	     0,2	
59,25	0,000523	59,25	    92,5	59,25	     0,1	
59,5	0,000774	59,5	   130,5	59,5	     0,2	
59,75	 0,00117	59,75	   121,4	59,75	     0,3	
60	  0,0014	60	   119,6	60	     0,5	
60,25	 0,00158	60,25	   108,9	60,25	     0,4	
60,5	 0,00153	60,5	   112,6	60,5	     0,5	
60,75	 0,00193	60,75	   125,4	60,75	     0,6	
61	  0,0024	61	   115,3	61	     0,7	
61,25	 0,00282	61,25	   111,4	61,25	     0,7	
61,5	 0,00329	61,5	   111,4	61,5	     0,8	
61,75	 0,00352	61,75	   103,1	61,75	     0,8	
62	 0,00396	62	   98,88	62	     0,9	
62,25	 0,00412	62,25	      91	62,25	     0,9	
62,5	 0,00425	62,5	   87,22	62,5	     0,9	
62,75	 0,00465	62,75	   86,07	62,75	     0,9	
63	  0,0047	63	   83,05	63	     0,9	
63,25	 0,00501	63,25	   76,35	63,25	     0,9	
63,5	 0,00535	63,5	   71,41	63,5	     0,9	
63,75	 0,00546	63,75	   64,56	63,75	     0,9	
64	 0,00551	64	   60,38	64	     0,9	
64,25	 0,00566	64,25	   57,97	64,25	     0,9	
64,5	 0,00554	64,5	    50,5	64,5	     0,9	
