Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	  0,0859	0	       0	0	     0,3	
0,25	  0,0171	0,25	   68,28	0,25	     0,1	
0,5	   0,018	0,5	   105,1	0,5	     0,2	
0,75	 0,00359	0,75	   21,16	0,75	       0	
1	 0,00289	1	   56,16	1	       0	
1,25	 0,00141	1,25	   119,7	1,25	       0	
1,5	  0,0271	1,5	   107,5	1,5	     0,7	
1,75	 0,00444	1,75	   42,64	1,75	     0,4	
2	 0,00233	2	      56	2	     0,2	
2,25	 0,00243	2,25	   40,09	2,25	     0,2	
2,5	 0,00285	2,5	   24,44	2,5	     0,3	
2,75	 0,00245	2,75	   36,32	2,75	     0,3	
3	 0,00307	3	   18,77	3	     0,4	
3,25	 0,00222	3,25	   8,113	3,25	     0,3	
3,5	 0,00312	3,5	   5,053	3,5	     0,5	
3,75	 0,00433	3,75	   -24,5	3,75	     0,7	
4	 0,00526	4	  -83,87	4	     0,8	
4,25	 0,00727	4,25	  -163,1	4,25	     0,8	
4,5	 0,00642	4,5	   138,9	4,5	     0,9	
4,75	 0,00532	4,75	   92,41	4,75	     0,8	
5	 0,00499	5	   67,03	5	     0,9	
5,25	 0,00539	5,25	   70,57	5,25	     0,9	
5,5	 0,00682	5,5	   46,52	5,5	     0,9	
5,75	 0,00706	5,75	   33,17	5,75	       1	
6	 0,00811	6	   15,08	6	       1	
6,25	 0,00778	6,25	   3,754	6,25	     0,9	
6,5	 0,00808	6,5	  -4,763	6,5	     0,9	
6,75	 0,00834	6,75	  -16,51	6,75	     0,9	
7	 0,00906	7	  -19,85	7	     0,9	
7,25	  0,0106	7,25	  -27,86	7,25	       1	
7,5	  0,0117	7,5	  -44,06	7,5	     0,9	
7,75	  0,0109	7,75	  -55,07	7,75	     0,9	
8	  0,0117	8	   -63,3	8	       1	
8,25	  0,0111	8,25	  -68,07	8,25	       1	
8,5	  0,0129	8,5	  -73,13	8,5	       1	
8,75	  0,0144	8,75	  -86,78	8,75	       1	
9	  0,0148	9	  -104,2	9	       1	
9,25	   0,013	9,25	  -118,9	9,25	     0,9	
9,5	  0,0109	9,5	  -115,7	9,5	       1	
9,75	  0,0124	9,75	  -118,1	9,75	       1	
10	  0,0139	10	  -127,8	10	       1	
10,25	  0,0141	10,25	  -139,9	10,25	       1	
10,5	  0,0124	10,5	    -149	10,5	     0,9	
10,75	   0,012	10,75	  -146,6	10,75	     0,9	
11	  0,0134	11	  -148,8	11	     0,9	
11,25	  0,0143	11,25	  -154,7	11,25	     0,9	
11,5	  0,0154	11,5	  -160,1	11,5	       1	
11,75	  0,0172	11,75	  -170,3	11,75	     0,9	
12	  0,0182	12	   179,3	12	       1	
12,25	  0,0194	12,25	   167,7	12,25	       1	
12,5	  0,0212	12,5	   150,6	12,5	       1	
12,75	  0,0194	12,75	   124,2	12,75	       1	
13	 0,00666	13	   46,44	13	     0,7	
13,25	  0,0124	13,25	  -179,7	13,25	     0,9	
13,5	  0,0176	13,5	   158,6	13,5	       1	
13,75	  0,0207	13,75	   142,5	13,75	     0,9	
14	  0,0227	14	   127,3	14	     0,9	
14,25	  0,0223	14,25	   109,8	14,25	     0,9	
14,5	  0,0208	14,5	    97,1	14,5	     0,9	
14,75	    0,02	14,75	   88,69	14,75	     0,9	
15	  0,0199	15	   79,98	15	     0,9	
15,25	  0,0198	15,25	   66,86	15,25	     0,9	
15,5	  0,0187	15,5	   57,63	15,5	     0,9	
15,75	  0,0175	15,75	    46,5	15,75	     0,9	
16	  0,0165	16	   40,56	16	     0,9	
16,25	  0,0159	16,25	   33,64	16,25	     0,9	
16,5	  0,0157	16,5	    22,9	16,5	     0,9	
16,75	  0,0154	16,75	   17,04	16,75	     0,9	
17	  0,0151	17	   3,258	17	     0,9	
17,25	   0,015	17,25	  -7,611	17,25	     0,9	
17,5	  0,0148	17,5	  -22,29	17,5	     0,9	
17,75	  0,0132	17,75	  -34,95	17,75	     0,9	
18	  0,0128	18	  -46,54	18	       1	
18,25	  0,0121	18,25	  -54,04	18,25	     0,9	
18,5	  0,0108	18,5	  -72,02	18,5	     0,9	
18,75	 0,00935	18,75	  -89,49	18,75	     0,9	
19	 0,00825	19	  -91,07	19	     0,9	
19,25	  0,0103	19,25	  -112,7	19,25	     0,9	
19,5	 0,00829	19,5	  -132,5	19,5	     0,9	
19,75	  0,0056	19,75	    -149	19,75	     0,9	
20	 0,00546	20	  -150,3	20	     0,7	
20,25	 0,00341	20,25	  -164,8	20,25	     0,8	
20,5	 0,00361	20,5	  -171,3	20,5	     0,7	
20,75	 0,00493	20,75	  -177,9	20,75	     0,9	
21	 0,00443	21	   151,6	21	       1	
21,25	 0,00505	21,25	   143,1	21,25	     0,8	
21,5	 0,00486	21,5	   135,2	21,5	     0,9	
21,75	 0,00524	21,75	   128,9	21,75	     0,9	
22	 0,00628	22	   116,6	22	     0,9	
22,25	 0,00706	22,25	   89,93	22,25	     0,9	
22,5	 0,00881	22,5	   62,88	22,5	     0,9	
22,75	 0,00939	22,75	   24,45	22,75	     0,9	
23	  0,0105	23	  -10,26	23	       1	
23,25	  0,0109	23,25	  -51,68	23,25	       1	
23,5	  0,0106	23,5	  -108,7	23,5	       1	
23,75	  0,0101	23,75	  -166,6	23,75	       1	
24	 0,00916	24	   151,6	24	       1	
24,25	 0,00939	24,25	   115,7	24,25	     0,9	
24,5	  0,0107	24,5	   91,67	24,5	       1	
24,75	  0,0106	24,75	   61,49	24,75	       1	
25	  0,0112	25	   39,16	25	       1	
25,25	  0,0107	25,25	    18,2	25,25	       1	
25,5	  0,0108	25,5	   21,29	25,5	       1	
25,75	  0,0108	25,75	  -21,92	25,75	       1	
26	 0,00181	26	  -50,67	26	     0,6	
26,25	 0,00779	26,25	   24,29	26,25	     0,9	
26,5	 0,00944	26,5	   5,647	26,5	       1	
26,75	 0,00978	26,75	  -4,631	26,75	       1	
27	  0,0111	27	  -14,33	27	       1	
27,25	  0,0121	27,25	  -27,02	27,25	       1	
27,5	  0,0127	27,5	   -36,7	27,5	       1	
27,75	  0,0122	27,75	  -41,94	27,75	       1	
28	  0,0131	28	  -47,21	28	       1	
28,25	  0,0136	28,25	  -53,82	28,25	     0,9	
28,5	   0,015	28,5	  -60,94	28,5	     0,9	
28,75	  0,0163	28,75	  -68,98	28,75	     0,9	
29	   0,017	29	  -78,85	29	     0,9	
29,25	  0,0172	29,25	  -87,81	29,25	     0,9	
29,5	  0,0171	29,5	  -96,67	29,5	       1	
29,75	  0,0172	29,75	  -103,2	29,75	       1	
30	  0,0174	30	  -108,3	30	       1	
30,25	  0,0182	30,25	  -117,3	30,25	       1	
