Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
16,75	  0,0102	16,75	   139,8	16,75	       1	
17	  0,0111	17	   133,5	17	       1	
17,25	  0,0114	17,25	   124,3	17,25	     0,9	
17,5	  0,0121	17,5	     113	17,5	     0,9	
17,75	  0,0116	17,75	     101	17,75	     0,9	
18	  0,0102	18	    86,4	18	     0,9	
18,25	 0,00896	18,25	   75,59	18,25	     0,8	
18,5	 0,00672	18,5	   68,11	18,5	     0,8	
18,75	 0,00608	18,75	   63,57	18,75	     0,9	
19	 0,00479	19	    46,5	19	     0,8	
19,25	 0,00331	19,25	   45,32	19,25	     0,8	
19,5	 0,00116	19,5	   36,32	19,5	     0,4	
19,75	0,000848	19,75	   103,6	19,75	     0,3	
20	 0,00164	20	     132	20	     0,6	
20,25	 0,00248	20,25	     132	20,25	     0,9	
20,5	 0,00271	20,5	   133,6	20,5	     0,9	
20,75	 0,00282	20,75	   138,5	20,75	     0,9	
21	 0,00282	21	   130,1	21	     0,9	
21,25	 0,00276	21,25	   132,6	21,25	     0,8	
21,5	  0,0022	21,5	     135	21,5	     0,6	
21,75	 0,00347	21,75	   173,6	21,75	     0,7	
22	 0,00561	22	   170,8	22	     0,9	
22,25	 0,00744	22,25	   159,2	22,25	     0,9	
22,5	   0,009	22,5	   144,6	22,5	       1	
22,75	  0,0098	22,75	   135,5	22,75	       1	
23	   0,011	23	   127,7	23	       1	
23,25	  0,0114	23,25	   118,8	23,25	       1	
23,5	  0,0123	23,5	     112	23,5	       1	
23,75	  0,0126	23,75	   103,8	23,75	       1	
24	  0,0132	24	   96,64	24	       1	
24,25	  0,0138	24,25	   90,83	24,25	       1	
24,5	  0,0144	24,5	   83,24	24,5	       1	
24,75	  0,0154	24,75	   76,96	24,75	       1	
25	   0,016	25	   69,94	25	       1	
25,25	  0,0173	25,25	   63,03	25,25	       1	
25,5	  0,0181	25,5	   54,26	25,5	       1	
25,75	   0,019	25,75	   43,22	25,75	       1	
26	  0,0204	26	   32,38	26	       1	
26,25	  0,0198	26,25	   21,49	26,25	       1	
26,5	  0,0196	26,5	   10,69	26,5	       1	
26,75	  0,0183	26,75	  -2,805	26,75	       1	
27	  0,0172	27	  -10,42	27	     0,9	
27,25	  0,0154	27,25	   -21,2	27,25	       1	
27,5	   0,014	27,5	  -31,81	27,5	       1	
27,75	  0,0124	27,75	  -37,67	27,75	     0,9	
28	  0,0105	28	  -44,25	28	     0,9	
28,25	 0,00852	28,25	  -46,46	28,25	     0,9	
28,5	 0,00766	28,5	  -44,12	28,5	     0,9	
28,75	 0,00753	28,75	  -40,56	28,75	     0,9	
29	 0,00778	29	  -42,61	29	     0,9	
29,25	  0,0077	29,25	  -44,43	29,25	     0,9	
29,5	 0,00762	29,5	  -53,04	29,5	     0,9	
29,75	 0,00706	29,75	  -57,42	29,75	       1	
30	 0,00658	30	  -58,26	30	       1	
30,25	 0,00639	30,25	  -64,29	30,25	       1	
30,5	 0,00629	30,5	  -62,79	30,5	       1	
30,75	   0,006	30,75	  -65,51	30,75	     0,9	
31	 0,00618	31	  -72,18	31	     0,9	
31,25	 0,00641	31,25	  -80,52	31,25	     0,9	
31,5	 0,00599	31,5	  -86,94	31,5	     0,8	
31,75	 0,00553	31,75	  -97,06	31,75	     0,8	
32	 0,00466	32	  -105,4	32	     0,7	
32,25	 0,00416	32,25	  -116,6	32,25	     0,7	
32,5	 0,00336	32,5	  -123,1	32,5	     0,6	
32,75	 0,00235	32,75	  -132,4	32,75	     0,5	
33	 0,00125	33	  -152,2	33	     0,3	
33,25	0,000803	33,25	    -132	33,25	     0,1	
33,5	 4,59E-5	33,5	  -7,653	33,5	       0	
33,75	 0,00106	33,75	   7,102	33,75	     0,1	
34	 0,00127	34	  -3,303	34	     0,1	
34,25	 0,00176	34,25	  -7,066	34,25	     0,2	
34,5	 0,00161	34,5	  -17,06	34,5	     0,2	
34,75	  0,0021	34,75	  -8,216	34,75	     0,3	
35	 0,00248	35	  -2,572	35	     0,4	
35,25	 0,00282	35,25	  -7,911	35,25	     0,5	
35,5	 0,00328	35,5	  -5,428	35,5	     0,6	
35,75	 0,00362	35,75	  -4,212	35,75	     0,7	
36	 0,00461	36	  -5,644	36	     0,8	
36,25	 0,00547	36,25	  -9,034	36,25	     0,8	
36,5	 0,00644	36,5	  -15,33	36,5	     0,8	
36,75	 0,00733	36,75	     -23	36,75	     0,8	
37	 0,00824	37	  -35,63	37	     0,9	
37,25	 0,00879	37,25	  -42,52	37,25	     0,9	
37,5	 0,00858	37,5	  -52,76	37,5	     0,9	
37,75	  0,0088	37,75	  -57,67	37,75	     0,9	
38	 0,00871	38	  -68,09	38	     0,9	
38,25	 0,00882	38,25	  -70,88	38,25	     0,9	
38,5	 0,00825	38,5	  -78,55	38,5	     0,9	
38,75	 0,00809	38,75	  -80,63	38,75	     0,9	
39	 0,00791	39	   -85,1	39	     0,9	
39,25	 0,00772	39,25	   -86,9	39,25	     0,9	
39,5	 0,00782	39,5	  -86,92	39,5	     0,9	
39,75	 0,00739	39,75	  -93,43	39,75	     0,8	
40	 0,00763	40	  -95,35	40	     0,8	
40,25	 0,00772	40,25	    -103	40,25	     0,8	
40,5	 0,00767	40,5	    -107	40,5	     0,8	
40,75	  0,0073	40,75	  -114,3	40,75	     0,8	
41	 0,00642	41	  -121,2	41	     0,7	
41,25	 0,00644	41,25	  -123,5	41,25	     0,8	
41,5	 0,00456	41,5	  -128,9	41,5	     0,6	
41,75	 0,00395	41,75	  -127,1	41,75	     0,5	
42	 0,00321	42	  -117,4	42	     0,4	
42,25	 0,00345	42,25	  -109,5	42,25	     0,4	
42,5	 0,00255	42,5	    -118	42,5	     0,3	
42,75	0,000946	42,75	  -40,51	42,75	       0	
43	  0,0019	43	   6,227	43	     0,1	
43,25	 0,00784	43,25	  -4,039	43,25	     0,6	
43,5	  0,0106	43,5	  -40,92	43,5	     0,8	
43,75	  0,0102	43,75	  -37,73	43,75	     0,8	
44	  0,0175	44	  -52,51	44	     0,9	
44,25	  0,0177	44,25	  -77,44	44,25	     0,9	
44,5	  0,0166	44,5	  -88,81	44,5	     0,9	
44,75	  0,0145	44,75	  -95,32	44,75	     0,9	
45	  0,0154	45	  -94,16	45	     0,9	
45,25	  0,0158	45,25	  -99,16	45,25	     0,9	
45,5	  0,0166	45,5	  -101,3	45,5	     0,9	
45,75	  0,0177	45,75	  -107,3	45,75	     0,9	
46	  0,0186	46	  -111,2	46	     0,9	
46,25	  0,0199	46,25	  -118,1	46,25	     0,9	
46,5	  0,0207	46,5	  -125,9	46,5	     0,9	
46,75	  0,0221	46,75	  -132,3	46,75	     0,9	
47	  0,0212	47	  -141,6	47	     0,9	
47,25	  0,0213	47,25	  -148,9	47,25	     0,9	
47,5	  0,0209	47,5	    -158	47,5	     0,9	
47,75	  0,0193	47,75	  -162,6	47,75	     0,9	
48	  0,0183	48	    -169	48	     0,9	
48,25	  0,0165	48,25	  -173,1	48,25	     0,9	
48,5	  0,0163	48,5	    -176	48,5	     0,9	
48,75	  0,0149	48,75	   179,1	48,75	     0,9	
49	  0,0137	49	   176,1	49	     0,9	
49,25	  0,0132	49,25	   174,2	49,25	     0,9	
49,5	  0,0119	49,5	   175,4	49,5	     0,9	
49,75	  0,0115	49,75	   175,1	49,75	     0,9	
50	  0,0109	50	   174,4	50	     0,9	
50,25	  0,0108	50,25	   173,1	50,25	     0,9	
50,5	    0,01	50,5	   172,2	50,5	     0,8	
50,75	 0,00999	50,75	   173,7	50,75	     0,9	
51	    0,01	51	     173	51	     0,8	
51,25	 0,00978	51,25	   173,7	51,25	     0,8	
51,5	 0,00975	51,5	     170	51,5	     0,8	
51,75	 0,00967	51,75	   169,2	51,75	     0,8	
52	 0,00929	52	   168,1	52	     0,8	
52,25	 0,00883	52,25	   169,5	52,25	     0,8	
52,5	 0,00897	52,5	   171,9	52,5	     0,8	
52,75	 0,00857	52,75	   169,8	52,75	     0,8	
53	 0,00825	53	   176,3	53	     0,8	
53,25	 0,00879	53,25	   175,3	53,25	     0,8	
53,5	 0,00896	53,5	   179,6	53,5	     0,8	
53,75	  0,0101	53,75	   179,3	53,75	     0,9	
54	  0,0107	54	   177,4	54	     0,9	
54,25	  0,0112	54,25	   173,3	54,25	     0,9	
54,5	  0,0114	54,5	   170,8	54,5	     0,9	
54,75	  0,0116	54,75	   168,4	54,75	     0,9	
55	  0,0116	55	   164,7	55	     0,9	
55,25	  0,0115	55,25	   165,9	55,25	     0,9	
55,5	  0,0117	55,5	   163,6	55,5	     0,9	
55,75	   0,012	55,75	   163,1	55,75	     0,9	
56	  0,0128	56	   162,8	56	     0,9	
56,25	  0,0131	56,25	   157,4	56,25	     0,9	
56,5	  0,0135	56,5	   156,1	56,5	     0,9	
56,75	  0,0137	56,75	   152,6	56,75	     0,9	
57	  0,0142	57	   150,8	57	     0,9	
57,25	  0,0147	57,25	   147,9	57,25	       1	
57,5	  0,0149	57,5	   143,4	57,5	       1	
57,75	  0,0153	57,75	   139,2	57,75	       1	
58	  0,0152	58	   133,8	58	       1	
58,25	   0,015	58,25	   130,5	58,25	       1	
58,5	  0,0149	58,5	   126,5	58,5	       1	
58,75	  0,0143	58,75	   125,1	58,75	     0,9	
59	  0,0147	59	   121,5	59	       1	
59,25	  0,0143	59,25	   118,4	59,25	     0,9	
59,5	  0,0145	59,5	   116,2	59,5	     0,9	
59,75	  0,0136	59,75	   111,5	59,75	     0,9	
60	  0,0138	60	   110,3	60	     0,9	
60,25	  0,0137	60,25	   106,2	60,25	     0,9	
60,5	  0,0129	60,5	   104,2	60,5	     0,8	
60,75	  0,0128	60,75	   100,7	60,75	     0,9	
61	  0,0121	61	   99,92	61	     0,8	
61,25	  0,0125	61,25	   97,74	61,25	     0,8	
61,5	  0,0118	61,5	   95,31	61,5	     0,9	
61,75	  0,0121	61,75	   94,73	61,75	     0,8	
62	  0,0119	62	   90,86	62	     0,9	
62,25	  0,0115	62,25	   89,87	62,25	     0,9	
62,5	  0,0115	62,5	   84,94	62,5	     0,9	
62,75	  0,0109	62,75	   82,39	62,75	     0,8	
63	  0,0109	63	   78,28	63	     0,9	
63,25	 0,00984	63,25	   74,33	63,25	     0,9	
63,5	 0,00973	63,5	   74,48	63,5	     0,8	
63,75	 0,00903	63,75	   72,28	63,75	     0,9	
64	 0,00847	64	   72,84	64	     0,8	
64,25	 0,00821	64,25	   68,66	64,25	     0,8	
64,5	 0,00759	64,5	   73,45	64,5	     0,8	
64,75	  0,0081	64,75	   71,45	64,75	     0,8	
65	 0,00734	65	   70,19	65	     0,8	
65,25	 0,00744	65,25	   67,08	65,25	     0,8	
65,5	 0,00639	65,5	   60,75	65,5	     0,8	
65,75	 0,00556	65,75	   62,28	65,75	     0,7	
66	 0,00407	66	   54,69	66	     0,6	
66,25	 0,00294	66,25	   102,3	66,25	     0,3	
66,5	 0,00541	66,5	   128,2	66,5	     0,6	
66,75	 0,00952	66,75	   118,3	66,75	     0,7	
67	  0,0112	67	   96,77	67	     0,7	
67,25	  0,0108	67,25	   84,01	67,25	     0,7	
67,5	  0,0108	67,5	   75,94	67,5	     0,7	
67,75	    0,01	67,75	   69,08	67,75	     0,7	
68	 0,00998	68	   67,54	68	     0,6	
68,25	 0,00924	68,25	   60,67	68,25	     0,6	
68,5	 0,00826	68,5	   61,53	68,5	     0,5	
68,75	 0,00776	68,75	   55,75	68,75	     0,4	
69	  0,0071	69	   57,41	69	     0,4	
69,25	 0,00741	69,25	   60,16	69,25	     0,4	
69,5	 0,00675	69,5	   63,37	69,5	     0,4	
69,75	 0,00761	69,75	   61,31	69,75	     0,5	
70	 0,00771	70	   55,31	70	     0,5	
70,25	 0,00743	70,25	   55,85	70,25	     0,5	
70,5	 0,00661	70,5	    49,7	70,5	     0,5	
70,75	 0,00633	70,75	   54,94	70,75	     0,5	
71	 0,00585	71	   58,69	71	     0,5	
71,25	 0,00569	71,25	    64,2	71,25	     0,5	
71,5	 0,00672	71,5	   66,83	71,5	     0,6	
71,75	 0,00692	71,75	   67,85	71,75	     0,6	
72	  0,0079	72	   68,29	72	     0,8	
72,25	 0,00838	72,25	    61,5	72,25	     0,8	
72,5	 0,00866	72,5	   60,34	72,5	     0,8	
72,75	 0,00905	72,75	   54,46	72,75	     0,9	
73	 0,00874	73	   52,61	73	     0,9	
73,25	 0,00917	73,25	   51,21	73,25	     0,9	
73,5	 0,00877	73,5	   47,99	73,5	     0,8	
73,75	 0,00943	73,75	   46,16	73,75	     0,9	
74	 0,00913	74	   39,15	74	     0,9	
74,25	 0,00937	74,25	   38,54	74,25	     0,9	
74,5	 0,00926	74,5	   30,44	74,5	     0,9	
74,75	 0,00876	74,75	   31,81	74,75	     0,9	
75	 0,00873	75	   25,42	75	     0,9	
75,25	 0,00809	75,25	   23,69	75,25	     0,8	
75,5	 0,00797	75,5	   20,81	75,5	     0,8	
75,75	 0,00737	75,75	   21,67	75,75	     0,8	
76	  0,0076	76	   19,54	76	     0,8	
76,25	 0,00701	76,25	   17,96	76,25	     0,7	
76,5	 0,00706	76,5	    21,7	76,5	     0,7	
76,75	 0,00704	76,75	   19,99	76,75	     0,7	
77	 0,00694	77	   24,24	77	     0,7	
77,25	 0,00728	77,25	   21,41	77,25	     0,8	
77,5	 0,00727	77,5	   22,34	77,5	     0,7	
77,75	 0,00757	77,75	   22,77	77,75	     0,8	
78	 0,00792	78	   20,51	78	     0,8	
78,25	 0,00791	78,25	   18,87	78,25	     0,8	
78,5	 0,00853	78,5	   15,96	78,5	     0,8	
78,75	 0,00876	78,75	   13,19	78,75	     0,8	
79	 0,00916	79	   11,72	79	     0,8	
79,25	 0,00911	79,25	   6,359	79,25	     0,8	
79,5	 0,00931	79,5	   2,742	79,5	     0,8	
79,75	  0,0094	79,75	   -1,16	79,75	     0,9	
80	 0,00917	80	  -4,834	80	     0,8	
80,25	 0,00929	80,25	  -9,435	80,25	     0,9	
80,5	  0,0092	80,5	  -9,517	80,5	     0,9	
80,75	 0,00949	80,75	  -13,63	80,75	     0,9	
81	 0,00934	81	  -19,28	81	     0,9	
81,25	 0,00943	81,25	  -21,58	81,25	     0,9	
81,5	 0,00942	81,5	  -28,54	81,5	     0,9	
81,75	 0,00884	81,75	  -31,31	81,75	     0,9	
82	 0,00909	82	  -37,22	82	     0,9	
82,25	 0,00873	82,25	  -41,66	82,25	     0,9	
82,5	  0,0089	82,5	  -45,98	82,5	     0,9	
82,75	 0,00816	82,75	  -50,95	82,75	     0,9	
83	 0,00795	83	  -57,14	83	     0,9	
83,25	 0,00745	83,25	  -63,27	83,25	     0,9	
83,5	 0,00644	83,5	  -67,86	83,5	     0,8	
83,75	 0,00626	83,75	  -70,37	83,75	     0,8	
84	  0,0054	84	  -74,19	84	     0,7	
84,25	 0,00515	84,25	   -72,9	84,25	     0,8	
84,5	 0,00467	84,5	  -71,62	84,5	     0,7	
84,75	 0,00437	84,75	  -76,91	84,75	     0,7	
85	 0,00392	85	  -86,22	85	     0,7	
85,25	 0,00393	85,25	  -82,11	85,25	     0,7	
85,5	 0,00366	85,5	  -80,42	85,5	     0,7	
85,75	 0,00327	85,75	  -84,97	85,75	     0,6	
86	 0,00298	86	  -85,33	86	     0,6	
86,25	 0,00252	86,25	  -78,13	86,25	     0,5	
86,5	 0,00278	86,5	  -77,54	86,5	     0,6	
86,75	  0,0028	86,75	  -90,66	86,75	     0,5	
87	 0,00241	87	   -90,3	87	     0,5	
87,25	 0,00234	87,25	  -96,86	87,25	     0,4	
87,5	 0,00182	87,5	  -123,2	87,5	     0,3	
87,75	 0,00128	87,75	  -151,8	87,75	     0,2	
88	0,000843	88	   117,7	88	     0,1	
88,25	 0,00168	88,25	    62,2	88,25	     0,2	
88,5	 0,00251	88,5	   35,72	88,5	     0,4	
88,75	 0,00373	88,75	   15,49	88,75	     0,6	
89	 0,00429	89	   2,438	89	     0,6	
89,25	  0,0047	89,25	  -12,63	89,25	     0,6	
89,5	  0,0053	89,5	  -26,77	89,5	     0,7	
89,75	 0,00569	89,75	  -42,55	89,75	     0,7	
90	 0,00476	90	  -57,67	90	     0,7	
90,25	 0,00369	90,25	  -66,21	90,25	     0,6	
90,5	 0,00302	90,5	  -59,13	90,5	     0,5	
90,75	 0,00296	90,75	  -57,18	90,75	     0,5	
91	 0,00329	91	  -52,13	91	     0,6	
91,25	 0,00309	91,25	  -56,04	91,25	     0,5	
91,5	 0,00344	91,5	  -61,27	91,5	     0,6	
91,75	 0,00322	91,75	  -60,06	91,75	     0,6	
92	 0,00313	92	  -60,78	92	     0,6	
92,25	 0,00284	92,25	  -55,34	92,25	     0,6	
92,5	 0,00332	92,5	  -55,21	92,5	     0,6	
92,75	 0,00343	92,75	  -59,93	92,75	     0,7	
93	 0,00333	93	  -61,68	93	     0,8	
93,25	  0,0031	93,25	  -70,88	93,25	     0,7	
93,5	 0,00331	93,5	  -65,56	93,5	     0,9	
93,75	 0,00276	93,75	  -66,73	93,75	     0,8	
94	 0,00299	94	  -69,88	94	     0,8	
94,25	 0,00268	94,25	  -74,42	94,25	     0,8	
94,5	 0,00284	94,5	  -66,28	94,5	     0,8	
94,75	 0,00292	94,75	  -69,15	94,75	     0,8	
95	 0,00259	95	  -52,32	95	     0,8	
95,25	 0,00287	95,25	  -63,36	95,25	     0,9	
95,5	  0,0026	95,5	  -56,52	95,5	     0,8	
95,75	 0,00315	95,75	  -51,38	95,75	     0,8	
96	 0,00332	96	  -55,26	96	     0,9	
96,25	 0,00399	96,25	     -57	96,25	     0,9	
96,5	 0,00408	96,5	  -58,69	96,5	     0,9	
96,75	 0,00418	96,75	  -56,73	96,75	     0,9	
97	 0,00477	97	  -66,21	97	     0,9	
97,25	 0,00471	97,25	  -67,76	97,25	     0,8	
97,5	 0,00493	97,5	  -72,44	97,5	     0,9	
97,75	 0,00474	97,75	  -75,34	97,75	     0,9	
98	  0,0054	98	  -80,45	98	     0,9	
98,25	 0,00486	98,25	  -86,23	98,25	     0,9	
98,5	 0,00496	98,5	  -86,32	98,5	     0,8	
98,75	 0,00532	98,75	  -86,57	98,75	     0,8	
99	 0,00512	99	   -85,7	99	     0,8	
99,25	 0,00554	99,25	  -92,04	99,25	     0,8	
99,5	 0,00496	99,5	  -95,96	99,5	     0,8	
99,75	 0,00587	99,75	  -97,45	99,75	     0,8	
100	 0,00539	100	    -108	100	     0,7	
100,25	 0,00549	100,25	  -104,8	100,25	     0,8	
100,5	 0,00506	100,5	  -111,9	100,5	     0,7	
100,75	 0,00509	100,75	  -109,2	100,75	     0,7	
101	 0,00512	101	    -116	101	     0,7	
101,25	 0,00533	101,25	  -113,2	101,25	     0,7	
101,5	 0,00561	101,5	  -116,5	101,5	     0,8	
101,75	 0,00534	101,75	  -111,9	101,75	     0,7	
102	  0,0058	102	  -118,7	102	     0,8	
102,25	 0,00605	102,25	  -125,7	102,25	     0,7	
102,5	 0,00612	102,5	  -124,8	102,5	     0,7	
102,75	 0,00569	102,75	  -137,8	102,75	     0,7	
103	 0,00536	103	  -133,7	103	     0,6	
103,25	 0,00529	103,25	  -145,5	103,25	     0,7	
103,5	 0,00483	103,5	  -147,5	103,5	     0,6	
103,75	 0,00522	103,75	    -148	103,75	     0,6	
104	 0,00454	104	  -153,2	104	     0,5	
104,25	 0,00452	104,25	  -150,8	104,25	     0,6	
104,5	 0,00423	104,5	  -158,4	104,5	     0,6	
104,75	 0,00456	104,75	  -153,9	104,75	     0,5	
105	 0,00452	105	  -158,1	105	     0,6	
105,25	 0,00426	105,25	  -155,6	105,25	     0,5	
105,5	 0,00455	105,5	  -162,3	105,5	     0,6	
105,75	 0,00395	105,75	  -162,4	105,75	     0,5	
106	 0,00431	106	  -159,2	106	     0,5	
106,25	 0,00378	106,25	  -163,5	106,25	     0,5	
106,5	 0,00427	106,5	  -165,4	106,5	     0,5	
106,75	 0,00406	106,75	  -170,8	106,75	     0,5	
107	 0,00396	107	  -168,8	107	     0,6	
107,25	 0,00408	107,25	  -174,5	107,25	     0,6	
107,5	 0,00387	107,5	  -172,8	107,5	     0,6	
107,75	 0,00415	107,75	  -175,7	107,75	     0,6	
108	 0,00348	108	  -179,6	108	     0,5	
108,25	 0,00395	108,25	     179	108,25	     0,6	
108,5	  0,0038	108,5	   169,6	108,5	     0,6	
108,75	 0,00343	108,75	   172,3	108,75	     0,5	
109	 0,00354	109	   164,1	109	     0,5	
109,25	 0,00317	109,25	   160,7	109,25	     0,4	
109,5	 0,00337	109,5	   153,8	109,5	     0,5	
109,75	 0,00245	109,75	   151,3	109,75	     0,3	
110	 0,00252	110	   161,7	110	     0,3	
110,25	 0,00256	110,25	   147,5	110,25	     0,3	
110,5	 0,00298	110,5	     157	110,5	     0,4	
110,75	 0,00305	110,75	   148,6	110,75	     0,4	
111	 0,00295	111	   154,6	111	     0,4	
111,25	 0,00334	111,25	   139,9	111,25	     0,4	
111,5	 0,00294	111,5	   129,6	111,5	     0,4	
111,75	 0,00307	111,75	   114,3	111,75	     0,5	
112	 0,00266	112	   92,38	112	     0,3	
112,25	 0,00285	112,25	   79,22	112,25	     0,5	
112,5	 0,00262	112,5	   45,37	112,5	     0,3	
112,75	 0,00259	112,75	   9,482	112,75	     0,4	
113	 0,00261	113	  -15,04	113	     0,3	
113,25	 0,00322	113,25	  -43,17	113,25	     0,4	
113,5	 0,00311	113,5	  -74,92	113,5	     0,4	
113,75	 0,00352	113,75	   -87,4	113,75	     0,4	
114	 0,00397	114	  -103,9	114	     0,5	
114,25	 0,00377	114,25	    -111	114,25	     0,4	
114,5	 0,00443	114,5	  -129,6	114,5	     0,5	
114,75	 0,00433	114,75	  -142,5	114,75	     0,5	
115	 0,00452	115	  -148,7	115	     0,4	
115,25	 0,00458	115,25	  -161,3	115,25	     0,4	
115,5	 0,00448	115,5	  -159,3	115,5	     0,4	
115,75	 0,00459	115,75	  -173,6	115,75	     0,4	
116	 0,00496	116	  -179,2	116	     0,4	
116,25	 0,00532	116,25	   173,7	116,25	     0,4	
116,5	 0,00461	116,5	   158,4	116,5	     0,3	
116,75	 0,00441	116,75	   162,4	116,75	     0,3	
117	 0,00427	117	     144	117	     0,3	
117,25	 0,00428	117,25	   147,6	117,25	     0,3	
117,5	 0,00423	117,5	   136,1	117,5	     0,3	
117,75	  0,0035	117,75	   127,9	117,75	     0,2	
118	 0,00334	118	   122,3	118	     0,2	
118,25	 0,00214	118,25	   118,1	118,25	     0,1	
118,5	 0,00257	118,5	   115,4	118,5	     0,1	
118,75	 0,00259	118,75	   111,7	118,75	     0,1	
119	 0,00197	119	   123,9	119	     0,1	
119,25	 0,00251	119,25	   113,6	119,25	     0,1	
119,5	 0,00181	119,5	   115,4	119,5	     0,1	
119,75	 0,00182	119,75	   113,1	119,75	     0,1	
120	 0,00097	120	   100,2	120	       0	
120,25	 0,00218	120,25	   120,8	120,25	     0,1	
120,5	 0,00164	120,5	    95,9	120,5	     0,1	
120,75	 0,00144	120,75	   100,1	120,75	     0,1	
121	 0,00138	121	   86,85	121	       0	
121,25	0,000805	121,25	   92,55	121,25	       0	
121,5	0,000962	121,5	   85,22	121,5	       0	
121,75	0,000534	121,75	   127,8	121,75	       0	
122	 0,00135	122	   106,6	122	     0,1	
122,25	0,000891	122,25	    95,1	122,25	       0	
122,5	0,000749	122,5	   104,5	122,5	       0	
122,75	0,000245	122,75	   94,58	122,75	       0	
123	 0,00109	123	   107,6	123	       0	
123,25	 0,00123	123,25	   128,4	123,25	     0,1	
123,5	 0,00181	123,5	   145,9	123,5	     0,1	
123,75	 0,00109	123,75	   111,2	123,75	       0	
124	 0,00104	124	   80,48	124	     0,1	
