Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
9,75	    0,26	9,75	   115,3	9,75	       0	
10	   0,323	10	   -78,8	10	     0,1	
10,25	   0,931	10,25	   25,38	10,25	     0,3	
10,5	   0,308	10,5	   141,7	10,5	     0,1	
10,75	   0,503	10,75	  -109,5	10,75	     0,2	
11	   0,597	11	  -139,4	11	     0,3	
11,25	   0,263	11,25	  -69,63	11,25	       0	
11,5	   0,694	11,5	   73,67	11,5	     0,3	
11,75	   0,851	11,75	   92,35	11,75	     0,4	
12	   0,116	12	  -147,8	12	       0	
12,25	   0,407	12,25	   -71,6	12,25	     0,1	
12,5	    1,01	12,5	  -77,63	12,5	     0,3	
12,75	   0,405	12,75	   67,63	12,75	     0,3	
13	   0,445	13	  -179,2	13	     0,1	
13,25	    1,01	13,25	   121,3	13,25	     0,3	
13,5	   0,537	13,5	  -105,7	13,5	     0,2	
13,75	   0,666	13,75	   33,41	13,75	     0,3	
14	   0,846	14	  -37,81	14	     0,3	
14,25	   0,594	14,25	   88,92	14,25	     0,2	
14,5	   0,703	14,5	  -119,4	14,5	     0,2	
14,75	   0,707	14,75	   167,8	14,75	     0,1	
15	   0,449	15	  -86,57	15	     0,3	
15,25	   0,632	15,25	   87,49	15,25	     0,1	
15,5	   0,666	15,5	   35,08	15,5	     0,2	
15,75	   0,257	15,75	     152	15,75	     0,1	
16	   0,536	16	  -32,42	16	     0,2	
16,25	   0,779	16,25	  -127,9	16,25	     0,2	
16,5	   0,466	16,5	   6,764	16,5	     0,2	
16,75	   0,905	16,75	   168,2	16,75	     0,3	
17	   0,606	17	   64,28	17	     0,2	
17,25	   0,401	17,25	  -178,8	17,25	     0,2	
17,5	   0,788	17,5	   2,081	17,5	     0,2	
17,75	   0,254	17,75	   -56,4	17,75	     0,1	
18	   0,208	18	  -0,445	18	     0,1	
18,25	   0,494	18,25	  -159,1	18,25	     0,2	
18,5	   0,428	18,5	  -177,9	18,5	     0,2	
18,75	   0,101	18,75	  -22,21	18,75	       0	
19	   0,379	19	   86,78	19	     0,2	
19,25	   0,506	19,25	   17,45	19,25	     0,2	
19,5	   0,232	19,5	   127,1	19,5	     0,1	
19,75	   0,596	19,75	   -73,6	19,75	     0,3	
20	   0,168	20	  -145,5	20	       0	
20,25	   0,249	20,25	  -88,71	20,25	     0,1	
20,5	   0,441	20,5	   96,89	20,5	     0,2	
20,75	     0,4	20,75	   148,1	20,75	     0,1	
21	   0,177	21	   25,38	21	     0,1	
21,25	   0,111	21,25	  -117,7	21,25	       0	
21,5	   0,501	21,5	  -28,42	21,5	     0,2	
21,75	  0,0508	21,75	   91,12	21,75	     0,1	
22	   0,096	22	  -116,4	22	     0,1	
22,25	   0,262	22,25	  -179,9	22,25	     0,2	
22,5	   0,132	22,5	   161,1	22,5	       0	
22,75	  0,0782	22,75	  -52,37	22,75	       0	
23	   0,323	23	   78,35	23	     0,1	
23,25	   0,175	23,25	  -59,59	23,25	     0,1	
23,5	   0,202	23,5	   95,34	23,5	       0	
23,75	   0,372	23,75	  -76,05	23,75	     0,2	
24	    0,22	24	   131,9	24	     0,3	
24,25	   0,271	24,25	  -60,13	24,25	     0,2	
24,5	   0,443	24,5	   139,9	24,5	     0,3	
24,75	   0,288	24,75	  -52,84	24,75	     0,2	
25	   0,354	25	   123,5	25	     0,2	
25,25	   0,354	25,25	  -31,43	25,25	     0,2	
25,5	   0,287	25,5	   116,6	25,5	     0,2	
25,75	   0,175	25,75	  -17,85	25,75	       0	
26	   0,258	26	  -146,8	26	     0,2	
26,25	   0,154	26,25	   12,69	26,25	     0,1	
26,5	   0,367	26,5	  -126,8	26,5	     0,2	
26,75	   0,378	26,75	   52,32	26,75	     0,3	
27	   0,379	27	  -157,2	27	     0,3	
27,25	    0,52	27,25	   53,34	27,25	     0,3	
27,5	   0,373	27,5	  -131,3	27,5	     0,4	
27,75	   0,432	27,75	   32,64	27,75	     0,3	
28	   0,387	28	  -113,5	28	     0,2	
28,25	   0,185	28,25	   40,06	28,25	     0,2	
28,5	   0,339	28,5	  -148,1	28,5	     0,2	
28,75	   0,243	28,75	     111	28,75	     0,1	
29	  0,0199	29	  -149,1	29	       0	
29,25	   0,193	29,25	   100,9	29,25	     0,1	
29,5	   0,405	29,5	  -17,62	29,5	     0,2	
29,75	   0,113	29,75	   162,6	29,75	     0,3	
30	   0,351	30	   -53,4	30	     0,2	
30,25	   0,468	30,25	   163,4	30,25	     0,2	
30,5	   0,149	30,5	  -67,52	30,5	     0,2	
30,75	   0,394	30,75	   134,6	30,75	     0,3	
31	   0,264	31	    8,26	31	     0,1	
31,25	   0,134	31,25	   56,53	31,25	     0,1	
31,5	   0,213	31,5	  -16,83	31,5	     0,1	
31,75	   0,223	31,75	  -104,9	31,75	     0,1	
32	  0,0497	32	  -141,2	32	     0,1	
32,25	   0,262	32,25	  -146,1	32,25	     0,1	
32,5	   0,291	32,5	   101,3	32,5	     0,2	
32,75	  0,0432	32,75	  -166,8	32,75	     0,1	
33	   0,272	33	   62,67	33	     0,1	
33,25	   0,194	33,25	  -36,07	33,25	     0,1	
33,5	   0,108	33,5	   6,533	33,5	     0,2	
33,75	   0,202	33,75	  -100,2	33,75	     0,1	
34	   0,173	34	  -169,4	34	     0,1	
34,25	   0,126	34,25	  -149,4	34,25	     0,2	
34,5	   0,125	34,5	   138,5	34,5	       0	
34,75	   0,248	34,75	   72,78	34,75	     0,2	
35	   0,112	35	   20,75	35	     0,2	
35,25	  0,0959	35,25	   54,07	35,25	       0	
35,5	   0,303	35,5	  -77,12	35,5	     0,2	
35,75	  0,0188	35,75	   10,72	35,75	       0	
36	   0,224	36	  -109,8	36	     0,1	
36,25	   0,332	36,25	   116,9	36,25	     0,2	
36,5	   0,101	36,5	   171,2	36,5	     0,2	
36,75	   0,133	36,75	   110,5	36,75	       0	
37	    0,19	37	  -8,127	37	     0,1	
37,25	  0,0953	37,25	  -36,47	37,25	     0,2	
37,5	   0,182	37,5	   4,977	37,5	     0,1	
37,75	   0,342	37,75	  -159,2	37,75	     0,2	
38	   0,148	38	   26,35	38	     0,3	
38,25	   0,334	38,25	  -156,7	38,25	     0,2	
38,5	   0,357	38,5	   29,42	38,5	     0,2	
38,75	   0,199	38,75	   168,6	38,75	     0,2	
39	   0,249	39	   25,43	39	     0,1	
39,25	   0,255	39,25	    -151	39,25	     0,3	
39,5	   0,151	39,5	    14,2	39,5	     0,2	
39,75	   0,157	39,75	  -95,67	39,75	     0,1	
40	   0,157	40	   77,07	40	     0,2	
40,25	   0,165	40,25	  -110,2	40,25	     0,1	
40,5	   0,178	40,5	   125,4	40,5	     0,1	
40,75	   0,179	40,75	  -95,56	40,75	     0,2	
41	   0,321	41	   92,67	41	     0,2	
41,25	   0,152	41,25	  -34,17	41,25	     0,2	
41,5	   0,192	41,5	   89,09	41,5	     0,2	
41,75	   0,306	41,75	  -75,83	41,75	     0,2	
42	  0,0485	42	  -170,4	42	     0,1	
42,25	   0,168	42,25	  -101,8	42,25	     0,2	
42,5	   0,311	42,5	   128,6	42,5	     0,2	
42,75	  0,0755	42,75	   101,1	42,75	     0,1	
43	   0,124	43	   94,38	43	     0,1	
43,25	   0,255	43,25	  -20,81	43,25	     0,2	
43,5	   0,111	43,5	  -25,64	43,5	     0,2	
43,75	   0,126	43,75	  -54,21	43,75	     0,1	
44	   0,257	44	  -176,8	44	     0,3	
44,25	  0,0703	44,25	  -177,9	44,25	       0	
44,5	   0,132	44,5	   158,6	44,5	     0,1	
44,75	    0,19	44,75	   35,15	44,75	     0,3	
45	  0,0885	45	   82,14	45	     0,1	
45,25	   0,158	45,25	   7,086	45,25	     0,2	
45,5	   0,178	45,5	  -129,6	45,5	     0,3	
45,75	   0,136	45,75	   -37,7	45,75	     0,3	
46	   0,164	46	  -150,5	46	     0,1	
46,25	  0,0759	46,25	   74,23	46,25	     0,3	
46,5	   0,172	46,5	     154	46,5	     0,3	
46,75	   0,125	46,75	   71,01	46,75	     0,1	
47	  0,0677	47	  -37,58	47	     0,1	
47,25	   0,137	47,25	   37,13	47,25	     0,2	
47,5	   0,191	47,5	  -72,95	47,5	     0,2	
47,75	  0,0989	47,75	   138,4	47,75	     0,2	
48	   0,253	48	  -117,2	48	     0,3	
48,25	   0,227	48,25	   111,8	48,25	     0,2	
48,5	  0,0909	48,5	  -84,84	48,5	     0,2	
48,75	   0,267	48,75	   79,08	48,75	     0,3	
49	   0,156	49	  -48,86	49	     0,2	
49,25	  0,0479	49,25	   67,39	49,25	     0,2	
49,5	   0,186	49,5	   -72,9	49,5	     0,2	
49,75	   0,131	49,75	   165,4	49,75	     0,1	
50	  0,0444	50	  -17,14	50	     0,2	
50,25	   0,221	50,25	   159,3	50,25	     0,2	
50,5	   0,149	50,5	   6,985	50,5	     0,2	
50,75	   0,125	50,75	   174,5	50,75	     0,2	
51	   0,221	51	  -5,149	51	     0,3	
51,25	    0,13	51,25	   166,6	51,25	     0,3	
51,5	   0,148	51,5	  -4,812	51,5	     0,3	
51,75	   0,137	51,75	  -158,4	51,75	     0,3	
52	  0,0573	52	  -29,46	52	     0,2	
52,25	   0,098	52,25	  -148,3	52,25	     0,1	
52,5	  0,0768	52,5	   89,91	52,5	     0,1	
52,75	  0,0849	52,75	   149,6	52,75	     0,5	
53	   0,132	53	   73,56	53	     0,1	
53,25	  0,0974	53,25	  -23,21	53,25	     0,1	
53,5	  0,0979	53,5	  -40,39	53,5	     0,2	
53,75	   0,107	53,75	  -65,01	53,75	     0,1	
54	   0,109	54	  -138,1	54	     0,1	
54,25	   0,135	54,25	   170,2	54,25	     0,2	
54,5	   0,141	54,5	   146,7	54,5	     0,1	
54,75	   0,178	54,75	   80,35	54,75	     0,1	
55	   0,179	55	  -2,736	55	     0,3	
55,25	  0,0832	55,25	   24,85	55,25	       0	
55,5	   0,223	55,5	   -56,9	55,5	     0,1	
55,75	   0,196	55,75	  -157,9	55,75	     0,2	
56	    0,15	56	  -109,7	56	     0,1	
56,25	   0,321	56,25	   149,7	56,25	     0,2	
56,5	   0,202	56,5	   29,75	56,5	     0,2	
56,75	   0,178	56,75	   118,9	56,75	     0,1	
57	   0,307	57	-0,09013	57	     0,1	
57,25	   0,121	57,25	  -118,2	57,25	     0,1	
57,5	   0,198	57,5	  -41,14	57,5	     0,1	
57,75	   0,328	57,75	  -149,1	57,75	     0,2	
58	    0,18	58	   93,75	58	     0,3	
58,25	     0,2	58,25	  -160,3	58,25	     0,2	
58,5	   0,356	58,5	   68,89	58,5	     0,2	
58,75	   0,147	58,75	  -77,57	58,75	     0,2	
59	   0,299	59	    42,7	59	     0,2	
59,25	   0,361	59,25	  -91,35	59,25	     0,2	
59,5	   0,111	59,5	   116,8	59,5	     0,3	
59,75	   0,261	59,75	  -105,5	59,75	     0,2	
60	    0,27	60	   129,1	60	     0,1	
60,25	  0,0557	60,25	  -10,97	60,25	     0,1	
60,5	    0,28	60,5	   111,8	60,5	     0,2	
60,75	   0,293	60,75	  -16,09	60,75	     0,1	
61	   0,098	61	  -161,8	61	     0,4	
61,25	   0,302	61,25	  -33,63	61,25	     0,2	
61,5	   0,271	61,5	  -163,7	61,5	     0,1	
61,75	  0,0614	61,75	   23,07	61,75	     0,1	
62	   0,315	62	   171,1	62	     0,2	
62,25	   0,229	62,25	   43,34	62,25	     0,1	
62,5	  0,0431	62,5	  -138,1	62,5	       0	
62,75	   0,241	62,75	   17,15	62,75	     0,2	
63	   0,161	63	  -101,3	63	     0,1	
63,25	  0,0328	63,25	   135,2	63,25	       0	
63,5	   0,165	63,5	  -124,4	63,5	     0,1	
63,75	   0,159	63,75	   123,8	63,75	     0,1	
64	  0,0809	64	  -23,92	64	     0,1	
64,25	   0,143	64,25	   104,3	64,25	     0,2	
64,5	    0,14	64,5	  -43,99	64,5	     0,1	
64,75	  0,0974	64,75	   160,9	64,75	     0,1	
65	  0,0907	65	  -38,94	65	     0,1	
65,25	  0,0759	65,25	   158,3	65,25	       0	
65,5	  0,0837	65,5	   19,52	65,5	       0	
65,75	  0,0722	65,75	  -130,6	65,75	       0	
66	  0,0342	66	   9,325	66	       0	
66,25	   0,117	66,25	  -129,5	66,25	       0	
66,5	   0,128	66,5	   104,5	66,5	     0,1	
66,75	 0,00273	66,75	  -71,77	66,75	       0	
67	   0,136	67	   83,56	67	     0,1	
67,25	   0,158	67,25	  -49,73	67,25	     0,1	
67,5	  0,0121	67,5	   179,5	67,5	       0	
67,75	   0,174	67,75	  -83,16	67,75	     0,1	
68	   0,154	68	   161,8	68	     0,1	
68,25	  0,0524	68,25	   140,2	68,25	     0,1	
68,5	   0,134	68,5	   116,1	68,5	     0,1	
68,75	   0,144	68,75	   46,81	68,75	     0,1	
69	  0,0767	69	  -58,65	69	     0,2	
69,25	   0,123	69,25	  -1,584	69,25	     0,1	
69,5	    0,22	69,5	  -107,7	69,5	     0,1	
69,75	   0,035	69,75	   133,5	69,75	     0,1	
70	   0,164	70	  -161,3	70	     0,1	
70,25	   0,185	70,25	   106,3	70,25	     0,1	
70,5	  0,0449	70,5	   62,53	70,5	     0,1	
70,75	   0,125	70,75	   65,58	70,75	     0,1	
71	   0,228	71	  -24,78	71	     0,1	
71,25	  0,0641	71,25	  -100,2	71,25	     0,2	
71,5	   0,162	71,5	  -71,94	71,5	     0,1	
71,75	   0,281	71,75	  -175,8	71,75	     0,2	
72	  0,0708	72	   96,19	72	     0,1	
72,25	   0,227	72,25	   151,1	72,25	     0,1	
72,5	   0,326	72,5	   32,86	72,5	     0,2	
72,75	  0,0316	72,75	  -42,12	72,75	       0	
73	   0,295	73	  -12,87	73	     0,1	
73,25	   0,291	73,25	  -127,8	73,25	     0,2	
73,5	  0,0658	73,5	  -159,1	73,5	     0,1	
73,75	   0,249	73,75	  -166,9	73,75	     0,1	
74	   0,254	74	   102,1	74	     0,1	
74,25	   0,105	74,25	   22,05	74,25	     0,2	
74,5	   0,272	74,5	   47,24	74,5	     0,1	
74,75	   0,291	74,75	  -53,75	74,75	     0,2	
75	  0,0872	75	   178,3	75	     0,2	
75,25	   0,274	75,25	  -107,8	75,25	     0,1	
75,5	   0,252	75,5	   161,7	75,5	     0,2	
75,75	  0,0323	75,75	   21,22	75,75	       0	
76	   0,244	76	   94,62	76	     0,2	
76,25	   0,231	76,25	   8,292	76,25	     0,2	
76,5	  0,0584	76,5	  -152,7	76,5	     0,1	
76,75	   0,165	76,75	  -61,55	76,75	     0,2	
77	   0,188	77	  -124,9	77	     0,2	
77,25	  0,0339	77,25	   102,8	77,25	       0	
77,5	   0,113	77,5	   153,8	77,5	     0,3	
77,75	   0,218	77,75	    88,5	77,75	     0,3	
78	  0,0903	78	  -89,68	78	     0,1	
78,25	  0,0739	78,25	   50,07	78,25	     0,2	
78,5	   0,187	78,5	  -70,49	78,5	     0,2	
78,75	  0,0575	78,75	   76,55	78,75	     0,1	
79	  0,0766	79	  -118,9	79	     0,1	
79,25	    0,13	79,25	     133	79,25	     0,2	
79,5	  0,0405	79,5	   3,229	79,5	       0	
79,75	  0,0587	79,75	   170,3	79,75	       0	
80	   0,108	80	   10,03	80	     0,1	
80,25	  0,0873	80,25	  -145,8	80,25	     0,1	
80,5	   0,121	80,5	   -6,77	80,5	     0,1	
80,75	   0,119	80,75	  -159,1	80,75	     0,2	
81	   0,112	81	   43,62	81	     0,1	
81,25	   0,118	81,25	  -167,2	81,25	     0,1	
81,5	  0,0416	81,5	   19,33	81,5	       0	
81,75	   0,113	81,75	  -115,7	81,75	     0,1	
82	  0,0898	82	  0,9217	82	     0,1	
82,25	  0,0293	82,25	  -160,1	82,25	       0	
82,5	   0,128	82,5	   110,8	82,5	     0,1	
82,75	  0,0504	82,75	   163,6	82,75	     0,1	
83	  0,0424	83	  -146,1	83	       0	
83,25	   0,153	83,25	  -50,03	83,25	     0,2	
83,5	  0,0157	83,5	  -35,96	83,5	     0,1	
83,75	  0,0343	83,75	  -64,52	83,75	       0	
84	   0,203	84	   144,1	84	     0,3	
84,25	  0,0726	84,25	   165,4	84,25	     0,2	
84,5	  0,0561	84,5	   75,17	84,5	     0,1	
84,75	   0,134	84,75	  -19,69	84,75	     0,2	
85	   0,131	85	  -9,783	85	     0,2	
85,25	  0,0564	85,25	  -119,4	85,25	     0,1	
85,5	   0,114	85,5	  -158,6	85,5	     0,1	
85,75	   0,159	85,75	   166,2	85,75	     0,2	
86	  0,0462	86	   93,37	86	       0	
86,25	   0,121	86,25	   66,51	86,25	     0,2	
86,5	   0,143	86,5	   1,209	86,5	     0,2	
86,75	  0,0568	86,75	  -37,95	86,75	       0	
87	   0,117	87	  -91,19	87	     0,3	
87,25	   0,105	87,25	  -159,6	87,25	     0,1	
87,5	  0,0754	87,5	   166,4	87,5	     0,1	
87,75	  0,0736	87,75	   134,2	87,75	     0,2	
88	  0,0811	88	   54,29	88	     0,1	
88,25	  0,0871	88,25	   -12,7	88,25	     0,1	
88,5	  0,0806	88,5	   22,35	88,5	     0,2	
88,75	   0,071	88,75	  -107,8	88,75	     0,2	
89	  0,0658	89	   169,3	89	     0,1	
89,25	   0,143	89,25	  -132,6	89,25	     0,3	
89,5	  0,0254	89,5	   91,48	89,5	     0,1	
89,75	  0,0128	89,75	    24,8	89,75	       0	
90	   0,127	90	   60,17	90	     0,3	
90,25	  0,0451	90,25	   81,52	90,25	     0,1	
90,5	  0,0306	90,5	  -82,94	90,5	     0,1	
90,75	  0,0781	90,75	   -87,9	90,75	     0,1	
91	   0,103	91	  -105,8	91	     0,2	
91,25	  0,0578	91,25	   112,4	91,25	     0,1	
91,5	   0,089	91,5	   143,2	91,5	     0,2	
91,75	    0,13	91,75	   77,41	91,75	     0,1	
92	  0,0348	92	  -62,93	92	       0	
92,25	    0,11	92,25	  -13,75	92,25	     0,3	
92,5	   0,123	92,5	  -86,54	92,5	     0,1	
92,75	  0,0359	92,75	  -153,7	92,75	       0	
93	  0,0718	93	   166,5	93	     0,3	
93,25	    0,11	93,25	   115,9	93,25	     0,1	
93,5	   0,074	93,5	   6,879	93,5	     0,1	
93,75	  0,0303	93,75	   112,1	93,75	     0,3	
94	   0,164	94	  -51,41	94	     0,2	
94,25	  0,0956	94,25	  -177,1	94,25	     0,2	
94,5	  0,0755	94,5	  -73,92	94,5	     0,3	
94,75	   0,162	94,75	   116,1	94,75	     0,3	
95	  0,0776	95	  -18,29	95	     0,1	
95,25	  0,0557	95,25	   127,4	95,25	     0,2	
95,5	   0,116	95,5	  -58,49	95,5	     0,3	
95,75	  0,0746	95,75	  -149,1	95,75	     0,1	
96	  0,0349	96	  -54,11	96	     0,1	
96,25	   0,116	96,25	   137,5	96,25	     0,3	
96,5	  0,0952	96,5	   24,23	96,5	     0,2	
96,75	  0,0547	96,75	  -168,5	96,75	     0,4	
97	  0,0759	97	  -17,74	97	     0,2	
97,25	  0,0971	97,25	  -132,4	97,25	     0,2	
97,5	  0,0492	97,5	   5,576	97,5	     0,2	
97,75	  0,0974	97,75	  -162,6	97,75	     0,3	
98	   0,137	98	   43,61	98	     0,3	
98,25	   0,106	98,25	  -152,8	98,25	     0,4	
98,5	  0,0726	98,5	   50,96	98,5	     0,2	
98,75	    0,11	98,75	  -149,8	98,75	     0,3	
99	   0,107	99	    6,79	99	     0,3	
99,25	  0,0479	99,25	  -89,85	99,25	     0,1	
99,5	   0,088	99,5	    35,1	99,5	     0,4	
99,75	  0,0692	99,75	  -130,2	99,75	     0,2	
100	   0,112	100	   175,2	100	     0,3	
100,25	   0,075	100,25	  -142,8	100,25	     0,2	
100,5	   0,082	100,5	   82,45	100,5	     0,2	
100,75	   0,133	100,75	  -1,023	100,75	     0,2	
101	  0,0818	101	   72,12	101	     0,1	
101,25	   0,139	101,25	  -58,42	101,25	     0,3	
101,5	   0,134	101,5	  -151,9	101,5	     0,1	
101,75	   0,137	101,75	  -113,7	101,75	     0,2	
102	   0,152	102	   125,5	102	     0,2	
102,25	  0,0492	102,25	   73,27	102,25	       0	
102,5	   0,119	102,5	   72,32	102,5	     0,1	
102,75	  0,0799	102,75	  -32,12	102,75	     0,1	
103	   0,112	103	  -54,21	103	     0,1	
103,25	  0,0946	103,25	    -115	103,25	     0,1	
103,5	   0,118	103,5	  -164,7	103,5	     0,2	
103,75	  0,0603	103,75	     159	103,75	     0,1	
104	  0,0669	104	     132	104	       0	
104,25	   0,116	104,25	   32,09	104,25	     0,2	
104,5	  0,0888	104,5	   73,84	104,5	     0,1	
104,75	  0,0712	104,75	  -52,24	104,75	     0,1	
105	   0,125	105	  -153,3	105	     0,2	
105,25	   0,135	105,25	  -79,83	105,25	     0,2	
105,5	  0,0472	105,5	   166,3	105,5	     0,1	
105,75	  0,0864	105,75	   39,48	105,75	     0,1	
106	   0,186	106	   129,6	106	     0,3	
106,25	  0,0367	106,25	   29,23	106,25	     0,1	
106,5	  0,0829	106,5	  -142,3	106,5	     0,2	
106,75	   0,184	106,75	  -21,69	106,75	     0,2	
107	  0,0294	107	  -111,7	107	     0,1	
107,25	  0,0684	107,25	   43,69	107,25	     0,1	
107,5	     0,2	107,5	    -168	107,5	     0,3	
107,75	  0,0425	107,75	   120,1	107,75	     0,2	
108	  0,0843	108	  -121,2	108	     0,1	
108,25	    0,19	108,25	   43,66	108,25	     0,3	
108,5	  0,0516	108,5	  -89,98	108,5	     0,1	
108,75	  0,0928	108,75	   69,63	108,75	     0,1	
109	   0,199	109	  -109,2	109	     0,3	
109,25	  0,0527	109,25	    91,3	109,25	     0,1	
109,5	  0,0798	109,5	  -127,6	109,5	     0,1	
109,75	   0,156	109,75	   97,32	109,75	     0,3	
110	  0,0604	110	  -101,7	110	     0,1	
110,25	  0,0248	110,25	   89,22	110,25	       0	
110,5	   0,128	110,5	  -33,51	110,5	     0,3	
110,75	  0,0953	110,75	   128,4	110,75	     0,2	
111	   0,015	111	   10,97	111	       0	
111,25	   0,174	111,25	   165,7	111,25	     0,3	
111,5	   0,181	111,5	  -42,65	111,5	     0,3	
111,75	  0,0322	111,75	  -177,1	111,75	     0,4	
112	   0,145	112	   -4,42	112	     0,3	
112,25	    0,21	112,25	   145,5	112,25	     0,3	
112,5	  0,0156	112,5	  -170,2	112,5	       0	
112,75	   0,107	112,75	   178,4	112,75	     0,3	
113	   0,206	113	  -8,662	113	     0,3	
113,25	  0,0591	113,25	  -24,72	113,25	     0,1	
113,5	  0,0627	113,5	   30,37	113,5	     0,1	
113,75	   0,222	113,75	  -157,2	113,75	     0,3	
114	  0,0539	114	   144,7	114	     0,1	
114,25	   0,106	114,25	  -140,6	114,25	     0,1	
114,5	   0,257	114,5	   48,67	114,5	     0,3	
114,75	  0,0415	114,75	  -48,63	114,75	       0	
115	  0,0974	115	   32,17	115	     0,1	
115,25	   0,236	115,25	  -111,3	115,25	     0,3	
115,5	  0,0268	115,5	   115,6	115,5	       0	
115,75	   0,112	115,75	  -132,6	115,75	     0,2	
116	   0,228	116	   105,5	116	     0,3	
116,25	   0,046	116,25	  -93,23	116,25	       0	
116,5	   0,104	116,5	    58,6	116,5	     0,1	
116,75	   0,189	116,75	  -54,62	116,75	     0,3	
117	  0,0709	117	   74,59	117	     0,1	
117,25	  0,0838	117,25	  -103,2	117,25	     0,1	
117,5	   0,159	117,5	   175,8	117,5	     0,3	
117,75	  0,0643	117,75	   -74,4	117,75	     0,1	
118	  0,0715	118	   134,2	118	     0,1	
118,25	   0,173	118,25	   21,87	118,25	     0,2	
118,5	   0,142	118,5	   130,9	118,5	     0,3	
118,75	   0,113	118,75	  -31,88	118,75	     0,2	
119	   0,132	119	  -128,2	119	     0,2	
119,25	   0,165	119,25	  -56,24	119,25	     0,3	
119,5	  0,0858	119,5	   162,3	119,5	     0,1	
119,75	  0,0999	119,75	   111,4	119,75	     0,1	
120	   0,138	120	   150,5	120	     0,3	
120,25	  0,0584	120,25	   46,26	120,25	       0	
120,5	   0,125	120,5	  -34,78	120,5	     0,1	
120,75	   0,125	120,75	  -6,054	120,75	     0,2	
121	  0,0915	121	  -114,7	121	     0,1	
121,25	   0,117	121,25	   175,8	121,25	     0,2	
121,5	   0,134	121,5	  -154,5	121,5	     0,2	
121,75	  0,0803	121,75	   104,1	121,75	     0,1	
122	  0,0811	122	   56,16	122	     0,1	
122,25	  0,0987	122,25	   52,47	122,25	     0,2	
122,5	  0,0482	122,5	   -68,8	122,5	       0	
122,75	     0,1	122,75	  -97,48	122,75	     0,1	
123	  0,0477	123	  -79,04	123	     0,1	
123,25	  0,0431	123,25	  -168,4	123,25	       0	
123,5	  0,0913	123,5	   119,5	123,5	     0,2	
123,75	  0,0852	123,75	   163,8	123,75	     0,2	
124	  0,0315	124	      49	124	       0	
124,25	  0,0469	124,25	  -9,904	124,25	     0,1	
124,5	  0,0879	124,5	   43,07	124,5	     0,2	
124,75	  0,0346	124,75	  -32,67	124,75	       0	
125	  0,0653	125	  -137,5	125	     0,2	
125,25	   0,111	125,25	  -112,9	125,25	     0,1	
125,5	  0,0441	125,5	     175	125,5	       0	
125,75	  0,0706	125,75	   109,6	125,75	     0,1	
126	    0,12	126	   104,8	126	     0,1	
126,25	  0,0808	126,25	   57,69	126,25	     0,1	
126,5	   0,106	126,5	  -47,73	126,5	     0,2	
