Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
0	  0,0692	0	     180	0	     0,5	
0,25	  0,0373	0,25	   128,9	0,25	     0,2	
0,5	 0,00872	0,5	  -72,81	0,5	     0,1	
0,75	  0,0128	0,75	  -132,6	0,75	     0,3	
1	  0,0112	1	  -135,8	1	     0,6	
1,25	  0,0277	1,25	  -150,8	1,25	     0,6	
1,5	  0,0183	1,5	   14,02	1,5	     0,5	
1,75	 0,00688	1,75	   6,788	1,75	     0,4	
2	 0,00124	2	  -18,45	2	       0	
2,25	 0,00317	2,25	   -99,9	2,25	       0	
2,5	  0,0147	2,5	   121,8	2,5	     0,1	
2,75	  0,0678	2,75	   48,08	2,75	     0,9	
3	  0,0318	3	   36,67	3	     0,4	
3,25	  0,0156	3,25	   18,47	3,25	     0,1	
3,5	  0,0377	3,5	 -0,1866	3,5	     0,5	
3,75	  0,0897	3,75	  -13,97	3,75	     0,9	
4	  0,0784	4	   -38,1	4	     0,4	
4,25	  0,0821	4,25	    -116	4,25	     0,3	
4,5	  0,0649	4,5	   170,5	4,5	     0,7	
4,75	  0,0496	4,75	  -126,5	4,75	     0,9	
5	  0,0384	5	  -174,6	5	     0,5	
5,25	  0,0192	5,25	   135,8	5,25	     0,4	
5,5	  0,0392	5,5	   157,2	5,5	     0,8	
5,75	  0,0518	5,75	   170,1	5,75	     0,9	
6	  0,0242	6	   97,46	6	     0,4	
6,25	  0,0303	6,25	   69,49	6,25	     0,8	
6,5	 0,00956	6,5	   159,5	6,5	     0,4	
6,75	  0,0102	6,75	   54,32	6,75	     0,3	
7	  0,0144	7	   76,18	7	     0,4	
7,25	  0,0131	7,25	   20,99	7,25	     0,7	
7,5	   0,015	7,5	   26,61	7,5	     0,7	
7,75	 0,00704	7,75	  -80,88	7,75	     0,2	
8	 0,00152	8	  -67,17	8	       0	
8,25	 0,00572	8,25	   136,9	8,25	     0,2	
8,5	 0,00452	8,5	    -145	8,5	     0,3	
