Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
27	  0,0111	27	  -26,01	27	       1	
27,25	  0,0113	27,25	   -38,3	27,25	       1	
27,5	  0,0109	27,5	  -49,21	27,5	       1	
27,75	  0,0101	27,75	  -59,01	27,75	       1	
28	 0,00871	28	  -66,61	28	       1	
28,25	 0,00755	28,25	  -69,36	28,25	     0,9	
28,5	 0,00652	28,5	  -70,43	28,5	     0,9	
28,75	 0,00537	28,75	  -70,84	28,75	     0,8	
29	 0,00476	29	   -53,7	29	     0,7	
29,25	 0,00534	29,25	  -44,82	29,25	     0,7	
29,5	 0,00595	29,5	  -38,86	29,5	     0,7	
29,75	 0,00775	29,75	  -36,87	29,75	     0,8	
30	  0,0091	30	  -44,99	30	     0,8	
30,25	 0,00963	30,25	  -53,46	30,25	     0,9	
30,5	 0,00988	30,5	  -60,93	30,5	     0,9	
30,75	 0,00964	30,75	  -67,61	30,75	     0,9	
31	 0,00909	31	   -71,6	31	     0,9	
31,25	 0,00864	31,25	  -73,94	31,25	     0,9	
31,5	 0,00828	31,5	   -71,9	31,5	     0,9	
31,75	 0,00866	31,75	  -71,25	31,75	     0,9	
32	 0,00882	32	  -72,25	32	     0,9	
32,25	 0,00903	32,25	  -72,48	32,25	     0,9	
32,5	 0,00917	32,5	  -72,86	32,5	       1	
32,75	 0,00975	32,75	  -72,31	32,75	       1	
33	  0,0108	33	  -72,73	33	       1	
33,25	  0,0116	33,25	  -77,68	33,25	     0,9	
33,5	  0,0123	33,5	   -81,7	33,5	     0,9	
33,75	  0,0126	33,75	  -86,19	33,75	     0,9	
34	  0,0126	34	  -91,43	34	     0,9	
34,25	  0,0125	34,25	  -94,14	34,25	     0,9	
34,5	  0,0124	34,5	  -96,19	34,5	     0,9	
34,75	  0,0125	34,75	  -96,14	34,75	     0,9	
35	  0,0126	35	  -96,24	35	       1	
35,25	  0,0134	35,25	     -96	35,25	       1	
35,5	  0,0143	35,5	  -96,83	35,5	       1	
35,75	  0,0157	35,75	  -96,88	35,75	       1	
36	  0,0181	36	  -101,4	36	       1	
36,25	  0,0195	36,25	  -108,6	36,25	       1	
36,5	  0,0203	36,5	  -114,1	36,5	       1	
36,75	  0,0212	36,75	  -119,2	36,75	       1	
37	  0,0222	37	  -125,1	37	       1	
37,25	  0,0229	37,25	  -130,6	37,25	       1	
37,5	  0,0236	37,5	  -136,4	37,5	       1	
37,75	  0,0235	37,75	  -142,7	37,75	       1	
38	  0,0234	38	  -146,1	38	       1	
38,25	  0,0243	38,25	  -150,1	38,25	       1	
38,5	  0,0249	38,5	  -155,4	38,5	       1	
38,75	  0,0253	38,75	  -159,9	38,75	       1	
39	  0,0262	39	  -163,9	39	       1	
39,25	  0,0273	39,25	  -169,1	39,25	       1	
39,5	  0,0282	39,5	  -174,5	39,5	       1	
39,75	  0,0296	39,75	     180	39,75	       1	
40	  0,0308	40	   172,5	40	       1	
40,25	  0,0313	40,25	   164,6	40,25	       1	
40,5	  0,0318	40,5	   156,8	40,5	       1	
40,75	  0,0318	40,75	   148,7	40,75	       1	
41	  0,0314	41	   140,7	41	       1	
41,25	  0,0307	41,25	   132,2	41,25	       1	
41,5	  0,0294	41,5	   123,5	41,5	       1	
41,75	  0,0274	41,75	   116,2	41,75	       1	
42	  0,0259	42	   109,5	42	       1	
42,25	  0,0241	42,25	   102,7	42,25	       1	
42,5	  0,0221	42,5	   97,47	42,5	       1	
42,75	  0,0205	42,75	   92,42	42,75	       1	
43	  0,0189	43	   87,57	43	       1	
43,25	  0,0173	43,25	   84,29	43,25	       1	
43,5	  0,0164	43,5	   82,35	43,5	       1	
43,75	  0,0157	43,75	   79,85	43,75	       1	
44	  0,0154	44	   76,46	44	       1	
44,25	   0,015	44,25	   71,71	44,25	       1	
44,5	  0,0144	44,5	   66,17	44,5	       1	
44,75	  0,0133	44,75	   60,94	44,75	     0,9	
45	  0,0123	45	   56,14	45	     0,9	
45,25	  0,0111	45,25	   52,72	45,25	     0,9	
45,5	    0,01	45,5	    51,1	45,5	     0,9	
45,75	 0,00936	45,75	   50,58	45,75	     0,9	
46	 0,00836	46	   47,19	46	     0,9	
46,25	 0,00759	46,25	   51,26	46,25	     0,9	
46,5	 0,00762	46,5	    54,5	46,5	     0,9	
46,75	 0,00752	46,75	   54,15	46,75	     0,9	
47	 0,00753	47	   55,04	47	     0,9	
47,25	 0,00767	47,25	   56,46	47,25	     0,9	
47,5	 0,00795	47,5	   57,71	47,5	     0,9	
47,75	 0,00881	47,75	   56,04	47,75	     0,9	
48	 0,00947	48	   49,57	48	     0,9	
48,25	 0,00927	48,25	   43,99	48,25	     0,9	
48,5	  0,0092	48,5	   41,42	48,5	     0,9	
48,75	 0,00937	48,75	   39,09	48,75	     0,9	
49	  0,0099	49	   35,42	49	     0,9	
49,25	  0,0103	49,25	   28,45	49,25	     0,9	
49,5	  0,0104	49,5	   20,81	49,5	     0,9	
49,75	  0,0101	49,75	    14,2	49,75	     0,9	
50	 0,00989	50	   7,944	50	     0,9	
50,25	 0,00945	50,25	   1,032	50,25	     0,9	
50,5	 0,00868	50,5	  -5,552	50,5	     0,9	
50,75	 0,00792	50,75	  -12,02	50,75	     0,9	
51	 0,00691	51	  -18,43	51	     0,9	
51,25	 0,00526	51,25	  -21,83	51,25	     0,8	
51,5	 0,00371	51,5	  -3,703	51,5	     0,7	
51,75	  0,0046	51,75	   21,62	51,75	     0,8	
52	 0,00663	52	   24,31	52	     0,9	
52,25	 0,00853	52,25	   17,44	52,25	       1	
52,5	 0,00969	52,5	   5,976	52,5	       1	
52,75	  0,0101	52,75	   -3,03	52,75	       1	
53	  0,0103	53	  -11,72	53	       1	
53,25	 0,00991	53,25	   -18,1	53,25	       1	
53,5	  0,0101	53,5	  -21,52	53,5	       1	
53,75	  0,0103	53,75	  -27,63	53,75	       1	
54	 0,00991	54	  -34,68	54	       1	
54,25	 0,00961	54,25	  -35,79	54,25	       1	
54,5	  0,0101	54,5	  -39,33	54,5	       1	
54,75	  0,0101	54,75	  -45,01	54,75	       1	
55	  0,0102	55	  -49,94	55	       1	
55,25	  0,0101	55,25	  -55,61	55,25	       1	
55,5	 0,00949	55,5	  -59,69	55,5	       1	
55,75	 0,00922	55,75	  -59,67	55,75	       1	
56	 0,00967	56	  -59,74	56	       1	
56,25	 0,00993	56,25	  -64,37	56,25	       1	
56,5	  0,0102	56,5	  -68,22	56,5	       1	
56,75	  0,0106	56,75	  -73,25	56,75	       1	
57	  0,0104	57	  -77,65	57	       1	
57,25	  0,0102	57,25	  -80,64	57,25	       1	
57,5	  0,0102	57,5	  -84,07	57,5	       1	
57,75	 0,00991	57,75	  -84,86	57,75	       1	
58	  0,0105	58	  -84,47	58	       1	
58,25	  0,0114	58,25	  -89,79	58,25	       1	
58,5	  0,0113	58,5	  -93,51	58,5	       1	
58,75	  0,0119	58,75	  -96,16	58,75	       1	
59	  0,0125	59	  -100,9	59	       1	
59,25	  0,0129	59,25	  -105,6	59,25	       1	
59,5	  0,0135	59,5	  -110,7	59,5	       1	
59,75	  0,0135	59,75	  -116,7	59,75	       1	
60	  0,0135	60	  -119,1	60	       1	
60,25	  0,0144	60,25	    -122	60,25	       1	
60,5	  0,0157	60,5	    -129	60,5	       1	
60,75	  0,0161	60,75	    -138	60,75	       1	
61	  0,0159	61	  -146,2	61	       1	
61,25	  0,0156	61,25	  -153,7	61,25	       1	
61,5	  0,0148	61,5	  -159,4	61,5	       1	
61,75	  0,0146	61,75	  -163,6	61,75	       1	
62	  0,0144	62	  -170,1	62	       1	
62,25	  0,0137	62,25	  -175,6	62,25	       1	
62,5	  0,0133	62,5	  -179,4	62,5	       1	
62,75	  0,0132	62,75	   175,8	62,75	       1	
63	  0,0131	63	   171,6	63	       1	
63,25	  0,0132	63,25	   164,2	63,25	       1	
63,5	  0,0125	63,5	   154,5	63,5	       1	
63,75	  0,0114	63,75	   149,3	63,75	       1	
64	   0,011	64	   145,6	64	       1	
64,25	  0,0106	64,25	   138,3	64,25	       1	
64,5	 0,00965	64,5	     133	64,5	       1	
64,75	 0,00909	64,75	   127,9	64,75	       1	
65	 0,00831	65	   121,3	65	       1	
65,25	 0,00763	65,25	   115,3	65,25	     0,9	
65,5	 0,00687	65,5	   108,6	65,5	       1	
65,75	  0,0058	65,75	   101,3	65,75	     0,9	
66	 0,00473	66	    96,5	66	     0,9	
66,25	 0,00416	66,25	   92,78	66,25	     0,9	
66,5	  0,0032	66,5	   85,63	66,5	     0,9	
66,75	 0,00205	66,75	   90,05	66,75	     0,9	
67	 0,00155	67	     108	67	     0,8	
67,25	 0,00123	67,25	   123,4	67,25	     0,8	
67,5	 0,00131	67,5	   155,8	67,5	     0,9	
67,75	 0,00174	67,75	   162,4	67,75	     0,9	
68	 0,00193	68	   164,3	68	     0,9	
68,25	  0,0027	68,25	   172,1	68,25	     0,9	
68,5	 0,00315	68,5	   161,9	68,5	     0,9	
68,75	 0,00336	68,75	     154	68,75	     0,9	
69	 0,00351	69	   144,9	69	     0,9	
69,25	 0,00317	69,25	   135,6	69,25	     0,9	
69,5	 0,00277	69,5	   135,5	69,5	     0,9	
69,75	 0,00304	69,75	   127,4	69,75	     0,9	
70	 0,00236	70	   111,1	70	     0,8	
70,25	 0,00128	70,25	   109,7	70,25	     0,8	
70,5	0,000911	70,5	   136,4	70,5	     0,9	
70,75	 0,00112	70,75	     163	70,75	     0,7	
71	 0,00133	71	   164,5	71	     0,6	
71,25	 0,00114	71,25	   163,2	71,25	     0,5	
71,5	0,000903	71,5	  -169,3	71,5	     0,4	
71,75	 0,00143	71,75	  -145,5	71,75	     0,7	
72	 0,00212	72	  -145,2	72	     0,9	
72,25	 0,00272	72,25	  -149,6	72,25	     0,9	
72,5	  0,0034	72,5	  -159,5	72,5	     0,9	
72,75	 0,00346	72,75	  -172,1	72,75	     0,8	
73	 0,00329	73	  -177,5	73	     0,8	
73,25	 0,00317	73,25	    -177	73,25	     0,8	
73,5	 0,00307	73,5	  -174,7	73,5	     0,8	
73,75	 0,00332	73,75	  -169,1	73,75	     0,8	
74	 0,00377	74	  -173,4	74	     0,9	
74,25	 0,00362	74,25	  -176,6	74,25	     0,9	
74,5	 0,00378	74,5	  -171,2	74,5	     0,9	
74,75	 0,00412	74,75	  -171,6	74,75	     0,9	
75	 0,00463	75	  -171,9	75	       1	
75,25	 0,00506	75,25	  -174,2	75,25	       1	
75,5	 0,00527	75,5	  -177,6	75,5	     0,9	
75,75	 0,00558	75,75	  -178,5	75,75	     0,9	
76	 0,00633	76	   178,5	76	       1	
76,25	 0,00686	76,25	   170,2	76,25	       1	
76,5	  0,0068	76,5	   164,2	76,5	       1	
76,75	 0,00675	76,75	   159,8	76,75	       1	
77	 0,00667	77	   157,6	77	       1	
77,25	 0,00677	77,25	   155,5	77,25	       1	
77,5	 0,00708	77,5	     152	77,5	       1	
77,75	 0,00708	77,75	   147,1	77,75	       1	
78	 0,00704	78	   144,3	78	       1	
78,25	 0,00712	78,25	   141,2	78,25	       1	
78,5	 0,00719	78,5	     137	78,5	       1	
78,75	 0,00707	78,75	   133,4	78,75	       1	
79	 0,00685	79	   129,6	79	       1	
79,25	 0,00653	79,25	   127,4	79,25	       1	
79,5	 0,00631	79,5	   127,6	79,5	       1	
79,75	 0,00639	79,75	   126,9	79,75	       1	
80	 0,00644	80	     124	80	       1	
80,25	 0,00644	80,25	   121,1	80,25	       1	
80,5	 0,00635	80,5	   117,7	80,5	       1	
80,75	 0,00623	80,75	   115,3	80,75	       1	
81	 0,00604	81	   114,2	81	       1	
81,25	 0,00591	81,25	   112,6	81,25	       1	
81,5	 0,00572	81,5	   111,6	81,5	       1	
81,75	  0,0058	81,75	   111,6	81,75	       1	
82	 0,00602	82	   109,4	82	       1	
82,25	 0,00583	82,25	   106,8	82,25	     0,9	
82,5	 0,00582	82,5	   106,2	82,5	     0,9	
82,75	 0,00585	82,75	   103,8	82,75	     0,9	
83	 0,00571	83	     101	83	     0,9	
83,25	 0,00562	83,25	   97,85	83,25	     0,9	
83,5	 0,00542	83,5	   95,51	83,5	     0,9	
83,75	 0,00527	83,75	   95,18	83,75	     0,9	
84	 0,00528	84	   93,83	84	     0,9	
84,25	 0,00535	84,25	   90,85	84,25	     0,9	
84,5	 0,00512	84,5	   86,85	84,5	     0,9	
84,75	 0,00474	84,75	   85,05	84,75	     0,9	
85	 0,00447	85	   83,09	85	     0,8	
85,25	 0,00426	85,25	   84,57	85,25	     0,8	
85,5	 0,00417	85,5	   85,81	85,5	     0,8	
85,75	 0,00402	85,75	   86,27	85,75	     0,8	
86	 0,00389	86	    87,6	86	     0,8	
86,25	 0,00402	86,25	   89,16	86,25	     0,9	
86,5	 0,00414	86,5	   88,66	86,5	     0,9	
86,75	 0,00416	86,75	   87,37	86,75	     0,9	
87	  0,0041	87	   85,18	87	     0,9	
87,25	 0,00419	87,25	   83,59	87,25	     0,9	
87,5	 0,00413	87,5	   82,36	87,5	     0,9	
87,75	 0,00415	87,75	   79,64	87,75	     0,9	
88	 0,00404	88	   77,22	88	     0,9	
88,25	 0,00407	88,25	   75,29	88,25	     0,9	
88,5	 0,00397	88,5	   71,67	88,5	     0,9	
88,75	 0,00381	88,75	   68,47	88,75	     0,9	
89	 0,00362	89	   66,52	89	     0,8	
89,25	 0,00356	89,25	   64,44	89,25	     0,8	
89,5	 0,00332	89,5	   61,23	89,5	     0,8	
89,75	 0,00312	89,75	   60,71	89,75	     0,8	
90	 0,00301	90	   56,29	90	     0,8	
90,25	 0,00283	90,25	   54,89	90,25	     0,8	
90,5	 0,00265	90,5	   52,82	90,5	     0,8	
90,75	 0,00224	90,75	    50,2	90,75	     0,8	
91	 0,00212	91	   49,09	91	     0,7	
91,25	  0,0018	91,25	   45,65	91,25	     0,6	
91,5	 0,00147	91,5	   48,04	91,5	     0,5	
91,75	 0,00124	91,75	   52,64	91,75	     0,4	
92	 0,00117	92	    59,2	92	     0,4	
92,25	0,000952	92,25	   63,48	92,25	     0,3	
92,5	 0,00085	92,5	   69,64	92,5	     0,2	
92,75	0,000722	92,75	   79,86	92,75	     0,2	
93	0,000694	93	   107,6	93	     0,1	
93,25	0,000814	93,25	   116,3	93,25	     0,2	
93,5	0,000911	93,5	   127,2	93,5	     0,2	
93,75	0,000959	93,75	   138,5	93,75	     0,2	
94	 0,00121	94	   149,4	94	     0,3	
94,25	  0,0015	94,25	   153,9	94,25	     0,4	
94,5	 0,00168	94,5	   153,4	94,5	     0,5	
94,75	 0,00199	94,75	   154,7	94,75	     0,6	
95	 0,00232	95	   153,8	95	     0,7	
95,25	 0,00267	95,25	   150,8	95,25	     0,8	
95,5	 0,00296	95,5	   145,7	95,5	     0,8	
95,75	 0,00312	95,75	   143,5	95,75	     0,9	
96	 0,00334	96	   140,3	96	     0,9	
96,25	 0,00351	96,25	   138,3	96,25	     0,9	
96,5	 0,00371	96,5	   136,5	96,5	     0,9	
96,75	 0,00393	96,75	   133,6	96,75	     0,9	
97	 0,00412	97	   131,5	97	     0,9	
97,25	 0,00417	97,25	   127,9	97,25	     0,9	
97,5	 0,00426	97,5	     125	97,5	     0,9	
97,75	  0,0044	97,75	   124,2	97,75	     0,9	
98	 0,00456	98	   120,4	98	     0,9	
98,25	 0,00477	98,25	   118,9	98,25	       1	
98,5	 0,00486	98,5	   115,5	98,5	       1	
98,75	 0,00499	98,75	   113,6	98,75	       1	
99	 0,00502	99	   110,3	99	       1	
99,25	 0,00509	99,25	   107,2	99,25	       1	
99,5	 0,00507	99,5	     105	99,5	       1	
99,75	 0,00495	99,75	   103,6	99,75	       1	
100	 0,00493	100	   101,4	100	       1	
100,25	 0,00511	100,25	   100,2	100,25	       1	
100,5	 0,00514	100,5	   98,02	100,5	       1	
100,75	 0,00512	100,75	   95,46	100,75	       1	
101	 0,00499	101	   94,09	101	       1	
101,25	 0,00497	101,25	   91,56	101,25	       1	
101,5	 0,00478	101,5	   87,98	101,5	       1	
101,75	 0,00476	101,75	   89,62	101,75	       1	
102	 0,00482	102	   90,14	102	       1	
102,25	  0,0048	102,25	   88,63	102,25	       1	
102,5	  0,0048	102,5	   87,05	102,5	       1	
102,75	 0,00477	102,75	   86,17	102,75	       1	
103	 0,00479	103	   86,04	103	       1	
103,25	 0,00474	103,25	   84,39	103,25	       1	
103,5	 0,00479	103,5	    84,5	103,5	       1	
103,75	 0,00479	103,75	   84,21	103,75	       1	
104	 0,00485	104	   82,61	104	       1	
104,25	 0,00485	104,25	   82,05	104,25	       1	
104,5	 0,00492	104,5	   80,51	104,5	       1	
104,75	 0,00498	104,75	   79,22	104,75	       1	
105	 0,00505	105	    76,3	105	       1	
105,25	  0,0051	105,25	   76,66	105,25	       1	
105,5	 0,00517	105,5	   74,24	105,5	       1	
105,75	 0,00516	105,75	   71,97	105,75	       1	
106	 0,00526	106	   68,35	106	       1	
106,25	 0,00526	106,25	   64,81	106,25	       1	
106,5	 0,00524	106,5	   61,18	106,5	       1	
106,75	 0,00508	106,75	   58,09	106,75	       1	
107	 0,00481	107	    55,3	107	       1	
107,25	 0,00461	107,25	   52,48	107,25	       1	
107,5	 0,00434	107,5	   51,17	107,5	       1	
107,75	 0,00411	107,75	    50,3	107,75	       1	
108	 0,00398	108	   48,19	108	       1	
108,25	  0,0038	108,25	   48,57	108,25	       1	
108,5	 0,00354	108,5	   48,52	108,5	       1	
108,75	 0,00349	108,75	   48,36	108,75	       1	
109	 0,00343	109	   48,45	109	       1	
109,25	 0,00312	109,25	   46,63	109,25	       1	
109,5	 0,00308	109,5	   48,65	109,5	       1	
109,75	 0,00301	109,75	   49,36	109,75	       1	
110	 0,00279	110	   49,57	110	       1	
110,25	 0,00282	110,25	   50,94	110,25	       1	
110,5	 0,00279	110,5	   53,08	110,5	       1	
110,75	 0,00268	110,75	   50,91	110,75	       1	
111	 0,00266	111	   49,79	111	       1	
111,25	 0,00251	111,25	   50,48	111,25	       1	
111,5	 0,00236	111,5	    49,7	111,5	       1	
111,75	 0,00227	111,75	   51,12	111,75	       1	
112	 0,00212	112	   54,49	112	       1	
112,25	 0,00231	112,25	   55,49	112,25	       1	
112,5	  0,0022	112,5	   56,15	112,5	       1	
112,75	 0,00223	112,75	   56,02	112,75	       1	
113	 0,00212	113	   53,63	113	       1	
113,25	 0,00199	113,25	   51,64	113,25	       1	
113,5	 0,00185	113,5	    49,1	113,5	       1	
113,75	 0,00173	113,75	   44,83	113,75	       1	
114	 0,00157	114	   46,15	114	       1	
114,25	 0,00131	114,25	   46,04	114,25	     0,9	
114,5	 0,00119	114,5	   45,96	114,5	     0,9	
114,75	 0,00088	114,75	   45,15	114,75	     0,8	
115	0,000673	115	   58,18	115	     0,7	
115,25	0,000584	115,25	   69,62	115,25	     0,5	
115,5	 0,00041	115,5	   94,01	115,5	     0,3	
115,75	0,000422	115,75	   128,9	115,75	     0,2	
116	0,000675	116	     168	116	     0,4	
116,25	   0,001	116,25	   170,6	116,25	     0,5	
116,5	 0,00127	116,5	   169,1	116,5	     0,5	
116,75	  0,0017	116,75	   173,3	116,75	     0,6	
117	 0,00202	117	   173,3	117	     0,7	
117,25	 0,00231	117,25	   172,3	117,25	     0,7	
117,5	 0,00286	117,5	   172,2	117,5	     0,8	
117,75	 0,00326	117,75	   169,7	117,75	     0,8	
118	 0,00367	118	   167,6	118	     0,8	
118,25	 0,00426	118,25	   163,3	118,25	     0,8	
118,5	 0,00457	118,5	   161,7	118,5	     0,9	
118,75	 0,00493	118,75	   158,5	118,75	     0,9	
119	 0,00548	119	   156,5	119	     0,9	
119,25	 0,00589	119,25	   154,3	119,25	     0,9	
119,5	 0,00634	119,5	   152,1	119,5	     0,9	
119,75	 0,00699	119,75	     148	119,75	     0,9	
120	 0,00739	120	   145,5	120	     0,9	
120,25	 0,00781	120,25	   142,7	120,25	     0,9	
120,5	 0,00838	120,5	   139,9	120,5	     0,9	
120,75	 0,00876	120,75	   136,9	120,75	     0,9	
121	  0,0092	121	   134,1	121	     0,9	
121,25	 0,00987	121,25	   131,6	121,25	     0,9	
121,5	  0,0103	121,5	   128,9	121,5	     0,9	
121,75	   0,011	121,75	     126	121,75	     0,9	
122	  0,0116	122	   122,3	122	     0,9	
122,25	  0,0119	122,25	   118,1	122,25	     0,9	
122,5	  0,0123	122,5	   114,5	122,5	     0,9	
122,75	  0,0127	122,75	   111,5	122,75	     0,9	
123	   0,013	123	   107,8	123	     0,9	
123,25	  0,0134	123,25	   104,9	123,25	       1	
123,5	  0,0136	123,5	   101,2	123,5	       1	
123,75	  0,0139	123,75	    98,1	123,75	       1	
124	  0,0142	124	   94,63	124	       1	
124,25	  0,0143	124,25	   91,17	124,25	       1	
124,5	  0,0144	124,5	    87,3	124,5	       1	
124,75	  0,0144	124,75	    84,9	124,75	       1	
125	  0,0144	125	   81,54	125	       1	
125,25	  0,0145	125,25	   79,19	125,25	       1	
125,5	  0,0145	125,5	   76,56	125,5	       1	
125,75	  0,0145	125,75	    73,1	125,75	       1	
126	  0,0144	126	   70,33	126	       1	
126,25	  0,0144	126,25	   68,11	126,25	       1	
126,5	  0,0143	126,5	   64,88	126,5	       1	
126,75	  0,0142	126,75	   63,14	126,75	       1	
127	  0,0141	127	   60,86	127	       1	
127,25	   0,014	127,25	   58,63	127,25	       1	
127,5	   0,014	127,5	   56,57	127,5	       1	
127,75	  0,0138	127,75	   54,17	127,75	       1	
128	  0,0137	128	   51,58	128	       1	
128,25	  0,0136	128,25	   49,29	128,25	       1	
128,5	  0,0135	128,5	   46,94	128,5	       1	
128,75	  0,0134	128,75	   44,26	128,75	       1	
