Frequency (Hz) - Wvfm 0->Plot 0	Magnitude (response/impact) - Wvfm 0->Plot 0	Frequency (Hz) - Wvfm 1->Plot 0	Phase (deg) - Wvfm 1->Plot 0	Frequency (Hz) - Wvfm 2->Plot 0	Coherence - Wvfm 2->Plot 0	
9,25	  0,0131	9,25	   131,5	9,25	     0,9	
9,5	  0,0132	9,5	     130	9,5	       1	
9,75	  0,0136	9,75	   123,5	9,75	       1	
10	  0,0126	10	   111,5	10	       1	
10,25	 0,00919	10,25	   98,95	10,25	     0,9	
10,5	 0,00636	10,5	   118,4	10,5	     0,7	
10,75	 0,00966	10,75	     135	10,75	     0,8	
11	   0,013	11	   115,1	11	     0,8	
11,25	  0,0132	11,25	    94,6	11,25	     0,9	
11,5	  0,0124	11,5	   77,93	11,5	       1	
11,75	  0,0119	11,75	   62,91	11,75	     0,9	
12	  0,0118	12	   47,86	12	     0,9	
12,25	  0,0126	12,25	   28,97	12,25	     0,9	
12,5	  0,0128	12,5	   2,788	12,5	     0,9	
12,75	  0,0106	12,75	  -16,05	12,75	     0,9	
13	 0,00945	13	   -14,5	13	     0,9	
13,25	  0,0114	13,25	  -16,44	13,25	     0,9	
13,5	  0,0147	13,5	  -19,68	13,5	     0,9	
13,75	  0,0203	13,75	   -25,7	13,75	       1	
14	  0,0296	14	  -39,87	14	       1	
14,25	  0,0389	14,25	     -67	14,25	       1	
14,5	  0,0392	14,5	  -93,74	14,5	       1	
14,75	  0,0341	14,75	  -110,1	14,75	       1	
15	   0,031	15	  -117,2	15	       1	
15,25	  0,0316	15,25	  -123,2	15,25	       1	
15,5	  0,0317	15,5	  -130,2	15,5	       1	
15,75	  0,0324	15,75	    -139	15,75	       1	
16	  0,0321	16	  -147,9	16	       1	
16,25	  0,0303	16,25	  -157,1	16,25	       1	
16,5	  0,0286	16,5	  -163,3	16,5	       1	
16,75	  0,0269	16,75	  -168,9	16,75	       1	
17	   0,025	17	  -173,7	17	       1	
17,25	  0,0229	17,25	  -179,7	17,25	     0,9	
17,5	  0,0201	17,5	   178,3	17,5	     0,9	
17,75	  0,0174	17,75	     180	17,75	     0,9	
18	  0,0164	18	  -173,7	18	     0,9	
18,25	  0,0176	18,25	  -167,9	18,25	       1	
18,5	  0,0187	18,5	  -166,4	18,5	       1	
18,75	  0,0203	18,75	  -168,5	18,75	       1	
19	  0,0216	19	  -172,1	19	       1	
19,25	  0,0225	19,25	    -177	19,25	       1	
19,5	  0,0213	19,5	     174	19,5	       1	
19,75	  0,0197	19,75	   171,4	19,75	       1	
20	  0,0182	20	   173,4	20	       1	
20,25	  0,0176	20,25	   174,9	20,25	       1	
20,5	  0,0167	20,5	     174	20,5	       1	
20,75	  0,0174	20,75	   178,7	20,75	       1	
21	  0,0176	21	   179,5	21	       1	
21,25	  0,0185	21,25	     179	21,25	       1	
21,5	  0,0192	21,5	   177,5	21,5	       1	
21,75	  0,0193	21,75	   177,7	21,75	       1	
22	  0,0199	22	   175,3	22	       1	
22,25	  0,0204	22,25	   173,3	22,25	       1	
22,5	  0,0203	22,5	   170,7	22,5	       1	
22,75	  0,0195	22,75	   170,4	22,75	       1	
23	  0,0201	23	   170,5	23	       1	
23,25	  0,0204	23,25	   169,4	23,25	       1	
23,5	  0,0209	23,5	   167,2	23,5	       1	
23,75	  0,0205	23,75	   164,5	23,75	       1	
24	  0,0207	24	   164,2	24	       1	
24,25	  0,0205	24,25	   162,5	24,25	       1	
24,5	  0,0202	24,5	   161,2	24,5	       1	
24,75	  0,0201	24,75	   160,1	24,75	       1	
25	  0,0196	25	   159,8	25	       1	
25,25	  0,0195	25,25	     160	25,25	       1	
25,5	  0,0197	25,5	   161,2	25,5	       1	
25,75	  0,0202	25,75	   161,1	25,75	       1	
26	  0,0207	26	   160,5	26	       1	
26,25	  0,0213	26,25	   159,2	26,25	       1	
26,5	  0,0218	26,5	   157,4	26,5	       1	
26,75	  0,0222	26,75	   154,9	26,75	       1	
27	  0,0222	27	   152,1	27	       1	
27,25	  0,0219	27,25	   149,3	27,25	       1	
27,5	  0,0211	27,5	   147,1	27,5	       1	
27,75	  0,0203	27,75	   145,5	27,75	       1	
28	  0,0194	28	   145,4	28	       1	
28,25	  0,0185	28,25	   146,4	28,25	       1	
28,5	  0,0183	28,5	   148,7	28,5	       1	
28,75	  0,0186	28,75	   150,8	28,75	       1	
29	  0,0189	29	   151,8	29	       1	
29,25	  0,0194	29,25	   152,5	29,25	       1	
29,5	    0,02	29,5	   152,6	29,5	       1	
29,75	  0,0206	29,75	   152,2	29,75	       1	
30	   0,021	30	   151,1	30	       1	
30,25	  0,0216	30,25	   150,9	30,25	       1	
30,5	  0,0221	30,5	   149,4	30,5	       1	
30,75	  0,0225	30,75	   148,4	30,75	       1	
31	   0,023	31	   146,9	31	       1	
31,25	  0,0232	31,25	   145,8	31,25	       1	
31,5	  0,0235	31,5	   144,3	31,5	       1	
31,75	  0,0237	31,75	   142,8	31,75	       1	
32	  0,0239	32	   140,6	32	       1	
32,25	  0,0237	32,25	   139,1	32,25	       1	
32,5	  0,0237	32,5	   138,3	32,5	       1	
32,75	  0,0234	32,75	   137,2	32,75	       1	
33	  0,0233	33	   136,6	33	       1	
33,25	  0,0232	33,25	   136,5	33,25	       1	
33,5	   0,023	33,5	   136,6	33,5	       1	
33,75	  0,0232	33,75	   136,8	33,75	       1	
34	  0,0235	34	   137,4	34	       1	
34,25	  0,0242	34,25	     137	34,25	       1	
34,5	  0,0248	34,5	   136,2	34,5	       1	
34,75	  0,0255	34,75	   135,8	34,75	       1	
35	  0,0261	35	   134,6	35	       1	
35,25	  0,0268	35,25	   133,1	35,25	       1	
35,5	  0,0273	35,5	   131,4	35,5	       1	
35,75	  0,0277	35,75	   129,5	35,75	       1	
36	  0,0279	36	   128,1	36	       1	
36,25	  0,0282	36,25	   126,5	36,25	       1	
36,5	  0,0284	36,5	   125,2	36,5	       1	
36,75	  0,0286	36,75	   123,9	36,75	       1	
37	  0,0289	37	   122,5	37	       1	
37,25	  0,0292	37,25	   121,3	37,25	       1	
37,5	  0,0296	37,5	   119,5	37,5	       1	
37,75	  0,0296	37,75	   117,6	37,75	       1	
38	  0,0297	38	   116,1	38	       1	
38,25	  0,0298	38,25	   114,9	38,25	       1	
38,5	    0,03	38,5	   113,6	38,5	       1	
38,75	  0,0299	38,75	   111,9	38,75	       1	
39	  0,0298	39	     111	39	       1	
39,25	  0,0298	39,25	   110,3	39,25	       1	
39,5	  0,0301	39,5	   109,7	39,5	       1	
39,75	  0,0308	39,75	   108,9	39,75	       1	
40	  0,0314	40	   107,7	40	       1	
40,25	   0,032	40,25	   105,8	40,25	       1	
40,5	  0,0325	40,5	   103,9	40,5	       1	
40,75	  0,0326	40,75	   101,8	40,75	       1	
41	  0,0326	41	   100,1	41	       1	
41,25	  0,0328	41,25	   98,72	41,25	       1	
41,5	  0,0331	41,5	   97,39	41,5	       1	
41,75	  0,0335	41,75	   95,59	41,75	       1	
42	  0,0336	42	   93,98	42	       1	
42,25	   0,034	42,25	   92,86	42,25	       1	
42,5	  0,0345	42,5	   91,05	42,5	       1	
42,75	   0,035	42,75	   89,06	42,75	       1	
43	  0,0355	43	   87,05	43	       1	
43,25	  0,0358	43,25	   84,97	43,25	       1	
43,5	  0,0361	43,5	   82,61	43,5	       1	
43,75	  0,0365	43,75	   80,59	43,75	       1	
44	  0,0367	44	   78,38	44	       1	
44,25	  0,0369	44,25	   75,88	44,25	       1	
44,5	  0,0373	44,5	   73,64	44,5	       1	
44,75	  0,0375	44,75	   71,33	44,75	       1	
45	  0,0378	45	   68,57	45	       1	
45,25	  0,0381	45,25	   65,72	45,25	       1	
45,5	  0,0381	45,5	   62,76	45,5	       1	
45,75	   0,038	45,75	   59,91	45,75	       1	
46	  0,0383	46	   57,03	46	       1	
46,25	  0,0382	46,25	    53,6	46,25	       1	
46,5	  0,0378	46,5	   50,25	46,5	       1	
46,75	  0,0374	46,75	   46,77	46,75	       1	
47	  0,0367	47	   43,77	47	       1	
47,25	  0,0361	47,25	   40,56	47,25	       1	
47,5	  0,0354	47,5	   37,16	47,5	       1	
47,75	  0,0345	47,75	      34	47,75	       1	
48	  0,0335	48	   31,08	48	       1	
48,25	  0,0327	48,25	   27,96	48,25	       1	
48,5	  0,0316	48,5	    25,3	48,5	       1	
48,75	  0,0305	48,75	   22,26	48,75	       1	
49	  0,0293	49	   19,57	49	       1	
49,25	  0,0283	49,25	   17,44	49,25	       1	
49,5	  0,0274	49,5	   15,17	49,5	       1	
49,75	  0,0263	49,75	   12,98	49,75	       1	
50	  0,0254	50	   10,84	50	       1	
50,25	  0,0243	50,25	   8,831	50,25	     0,9	
50,5	  0,0235	50,5	   7,073	50,5	     0,9	
50,75	  0,0228	50,75	   5,212	50,75	     0,9	
51	   0,022	51	   3,645	51	     0,9	
51,25	  0,0213	51,25	   1,743	51,25	     0,9	
51,5	  0,0207	51,5	  0,2071	51,5	     0,9	
51,75	  0,0202	51,75	  -1,917	51,75	     0,9	
52	  0,0198	52	  -4,226	52	     0,9	
52,25	  0,0191	52,25	  -7,569	52,25	     0,9	
52,5	  0,0183	52,5	  -10,46	52,5	     0,9	
52,75	  0,0174	52,75	   -13,7	52,75	     0,9	
53	  0,0164	53	  -16,63	53	     0,9	
53,25	  0,0154	53,25	  -19,23	53,25	     0,9	
53,5	  0,0142	53,5	  -21,82	53,5	     0,9	
53,75	  0,0132	53,75	  -23,31	53,75	     0,9	
54	  0,0122	54	  -24,66	54	     0,9	
54,25	  0,0111	54,25	  -26,02	54,25	     0,9	
54,5	  0,0102	54,5	  -26,76	54,5	     0,9	
54,75	 0,00931	54,75	  -26,24	54,75	     0,8	
55	 0,00847	55	  -25,19	55	     0,8	
55,25	 0,00785	55,25	  -24,93	55,25	     0,8	
55,5	 0,00717	55,5	  -23,58	55,5	     0,8	
55,75	 0,00626	55,75	  -21,32	55,75	     0,7	
56	  0,0057	56	  -15,15	56	     0,7	
56,25	 0,00539	56,25	  -7,585	56,25	     0,7	
56,5	 0,00524	56,5	  0,0452	56,5	     0,6	
56,75	 0,00539	56,75	   7,428	56,75	     0,6	
57	 0,00583	57	   14,13	57	     0,7	
57,25	 0,00657	57,25	   18,09	57,25	     0,7	
57,5	 0,00729	57,5	   19,64	57,5	     0,8	
57,75	  0,0081	57,75	   17,64	57,75	     0,9	
58	 0,00874	58	   16,44	58	     0,9	
58,25	 0,00927	58,25	   14,21	58,25	     0,9	
58,5	 0,00977	58,5	    10,9	58,5	     0,9	
58,75	  0,0104	58,75	   7,745	58,75	     0,9	
59	  0,0107	59	   4,068	59	     0,9	
59,25	  0,0111	59,25	  0,9709	59,25	     0,9	
59,5	  0,0114	59,5	  -3,241	59,5	     0,9	
59,75	  0,0116	59,75	  -6,745	59,75	     0,9	
60	  0,0118	60	  -11,88	60	     0,9	
60,25	  0,0117	60,25	  -16,11	60,25	     0,8	
60,5	  0,0118	60,5	  -19,64	60,5	     0,8	
60,75	  0,0118	60,75	  -22,88	60,75	     0,8	
61	  0,0118	61	  -27,35	61	     0,8	
61,25	  0,0118	61,25	  -29,81	61,25	     0,8	
61,5	  0,0119	61,5	  -32,87	61,5	     0,8	
61,75	  0,0121	61,75	  -37,51	61,75	     0,7	
62	  0,0122	62	  -41,43	62	     0,7	
62,25	  0,0123	62,25	  -45,36	62,25	     0,7	
62,5	  0,0125	62,5	  -49,61	62,5	     0,7	
62,75	  0,0127	62,75	  -54,36	62,75	     0,7	
63	  0,0128	63	   -59,8	63	     0,7	
63,25	  0,0126	63,25	  -66,13	63,25	     0,7	
63,5	  0,0126	63,5	  -70,86	63,5	     0,7	
63,75	  0,0126	63,75	  -75,02	63,75	     0,7	
64	  0,0124	64	  -80,53	64	     0,7	
64,25	  0,0124	64,25	  -86,08	64,25	     0,6	
64,5	  0,0123	64,5	  -89,93	64,5	     0,6	
64,75	   0,012	64,75	  -93,73	64,75	     0,6	
65	   0,012	65	  -99,04	65	     0,6	
65,25	  0,0122	65,25	  -102,6	65,25	     0,6	
65,5	  0,0119	65,5	  -107,7	65,5	     0,6	
65,75	  0,0118	65,75	  -111,4	65,75	     0,6	
66	   0,012	66	  -114,9	66	     0,6	
66,25	   0,012	66,25	  -117,9	66,25	     0,6	
66,5	   0,012	66,5	  -123,1	66,5	     0,6	
66,75	  0,0119	66,75	  -126,6	66,75	     0,7	
67	   0,012	67	  -128,8	67	     0,7	
67,25	   0,012	67,25	  -131,6	67,25	     0,7	
67,5	  0,0126	67,5	  -134,9	67,5	     0,8	
67,75	  0,0128	67,75	  -138,2	67,75	     0,8	
68	  0,0129	68	    -142	68	     0,9	
68,25	  0,0133	68,25	    -145	68,25	     0,9	
68,5	  0,0138	68,5	  -147,5	68,5	     0,9	
68,75	  0,0142	68,75	  -152,5	68,75	     0,9	
69	  0,0143	69	    -156	69	     0,9	
69,25	  0,0146	69,25	  -158,7	69,25	     0,9	
69,5	  0,0147	69,5	  -161,6	69,5	     0,9	
69,75	  0,0156	69,75	  -164,2	69,75	     0,9	
70	  0,0162	70	  -168,2	70	     0,9	
70,25	  0,0164	70,25	  -172,8	70,25	     0,9	
70,5	  0,0166	70,5	  -176,9	70,5	     0,8	
70,75	  0,0171	70,75	  -179,5	70,75	     0,8	
71	  0,0175	71	   176,2	71	     0,8	
71,25	  0,0177	71,25	   171,2	71,25	     0,8	
71,5	  0,0179	71,5	     168	71,5	     0,8	
71,75	  0,0176	71,75	   164,5	71,75	     0,8	
72	  0,0179	72	   160,8	72	     0,8	
72,25	   0,018	72,25	   157,4	72,25	     0,8	
72,5	  0,0177	72,5	   153,6	72,5	     0,8	
72,75	  0,0176	72,75	   149,8	72,75	     0,8	
73	  0,0176	73	   147,6	73	     0,8	
73,25	  0,0175	73,25	   144,2	73,25	     0,7	
73,5	  0,0171	73,5	   140,1	73,5	     0,7	
73,75	  0,0166	73,75	   136,7	73,75	     0,7	
74	  0,0159	74	   135,3	74	     0,7	
74,25	  0,0155	74,25	   132,9	74,25	     0,6	
74,5	   0,015	74,5	   130,6	74,5	     0,6	
74,75	  0,0142	74,75	   129,8	74,75	     0,6	
75	  0,0134	75	   128,4	75	     0,5	
75,25	  0,0129	75,25	   129,7	75,25	     0,5	
75,5	  0,0124	75,5	     132	75,5	     0,5	
75,75	   0,012	75,75	   133,3	75,75	     0,5	
76	   0,012	76	   135,2	76	     0,5	
76,25	  0,0119	76,25	   139,1	76,25	     0,5	
76,5	  0,0121	76,5	   141,9	76,5	     0,5	
76,75	  0,0126	76,75	   143,6	76,75	     0,5	
77	  0,0131	77	   147,3	77	     0,5	
77,25	  0,0138	77,25	   149,2	77,25	     0,6	
77,5	  0,0148	77,5	     151	77,5	     0,6	
77,75	  0,0163	77,75	   151,8	77,75	     0,6	
78	  0,0177	78	   151,2	78	     0,7	
78,25	  0,0193	78,25	   149,4	78,25	     0,7	
78,5	  0,0207	78,5	   147,3	78,5	     0,7	
78,75	  0,0222	78,75	   144,8	78,75	     0,8	
79	  0,0234	79	     142	79	     0,8	
79,25	  0,0247	79,25	   139,3	79,25	     0,8	
79,5	  0,0257	79,5	     136	79,5	     0,8	
79,75	  0,0267	79,75	   132,8	79,75	     0,8	
80	  0,0277	80	   129,9	80	     0,8	
80,25	  0,0284	80,25	   127,1	80,25	     0,8	
80,5	  0,0296	80,5	   123,8	80,5	     0,9	
80,75	  0,0303	80,75	   120,7	80,75	     0,9	
81	  0,0308	81	   117,7	81	     0,9	
81,25	  0,0316	81,25	   114,5	81,25	     0,9	
81,5	  0,0324	81,5	   111,2	81,5	     0,9	
81,75	  0,0328	81,75	   107,6	81,75	     0,9	
82	  0,0331	82	   103,7	82	     0,9	
82,25	  0,0332	82,25	     100	82,25	     0,9	
82,5	  0,0327	82,5	   96,61	82,5	     0,9	
82,75	  0,0323	82,75	   93,51	82,75	     0,9	
83	   0,032	83	   90,79	83	     0,9	
83,25	  0,0311	83,25	   88,36	83,25	     0,9	
83,5	  0,0303	83,5	   86,27	83,5	     0,9	
83,75	  0,0297	83,75	   85,39	83,75	     0,9	
84	  0,0292	84	   84,81	84	     0,9	
84,25	   0,029	84,25	   83,87	84,25	     0,9	
84,5	  0,0291	84,5	   83,34	84,5	     0,9	
84,75	  0,0291	84,75	   82,59	84,75	     0,9	
85	  0,0293	85	   81,88	85	     0,9	
85,25	  0,0299	85,25	   80,78	85,25	     0,9	
85,5	  0,0304	85,5	   79,68	85,5	     0,9	
85,75	  0,0307	85,75	   77,54	85,75	     0,9	
86	  0,0309	86	   76,34	86	       1	
86,25	  0,0315	86,25	   74,59	86,25	       1	
86,5	  0,0316	86,5	   72,41	86,5	       1	
86,75	  0,0318	86,75	    70,5	86,75	       1	
87	  0,0314	87	   69,37	87	       1	
87,25	  0,0317	87,25	   68,35	87,25	       1	
87,5	  0,0322	87,5	    66,8	87,5	       1	
87,75	  0,0327	87,75	   65,32	87,75	       1	
88	  0,0327	88	   63,27	88	       1	
88,25	   0,033	88,25	   61,83	88,25	       1	
88,5	  0,0334	88,5	    60,2	88,5	       1	
88,75	  0,0336	88,75	   58,29	88,75	       1	
89	  0,0338	89	   56,03	89	       1	
89,25	  0,0338	89,25	   54,38	89,25	       1	
89,5	  0,0339	89,5	   52,88	89,5	       1	
89,75	   0,034	89,75	   51,12	89,75	     0,9	
90	  0,0342	90	   49,41	90	     0,9	
90,25	  0,0342	90,25	    47,9	90,25	     0,9	
90,5	  0,0345	90,5	   46,53	90,5	     0,9	
90,75	   0,035	90,75	   44,66	90,75	     0,9	
91	  0,0352	91	   42,61	91	     0,9	
91,25	  0,0353	91,25	   40,95	91,25	     0,9	
91,5	  0,0355	91,5	   39,02	91,5	     0,9	
91,75	  0,0359	91,75	   37,41	91,75	     0,9	
92	  0,0362	92	   35,37	92	     0,9	
92,25	  0,0366	92,25	   33,21	92,25	     0,9	
92,5	   0,037	92,5	   30,93	92,5	     0,9	
92,75	  0,0371	92,75	   28,52	92,75	     0,9	
93	  0,0372	93	   25,99	93	     0,9	
93,25	  0,0373	93,25	   23,13	93,25	     0,9	
93,5	  0,0371	93,5	   20,77	93,5	     0,9	
93,75	   0,037	93,75	   18,24	93,75	     0,9	
94	  0,0368	94	    15,8	94	     0,9	
94,25	  0,0363	94,25	   13,23	94,25	     0,9	
94,5	  0,0357	94,5	   11,22	94,5	     0,9	
94,75	  0,0353	94,75	     9,1	94,75	     0,9	
95	   0,035	95	   7,521	95	     0,9	
95,25	  0,0348	95,25	   6,075	95,25	     0,9	
95,5	  0,0347	95,5	   3,654	95,5	     0,9	
95,75	  0,0346	95,75	    1,96	95,75	     0,9	
96	  0,0345	96	 -0,2122	96	     0,9	
96,25	  0,0346	96,25	  -2,351	96,25	     0,9	
96,5	  0,0345	96,5	  -5,146	96,5	     0,9	
96,75	   0,034	96,75	  -7,736	96,75	     0,9	
97	  0,0336	97	  -10,48	97	     0,9	
97,25	  0,0333	97,25	   -12,7	97,25	     0,9	
97,5	   0,033	97,5	  -15,18	97,5	     0,9	
97,75	  0,0323	97,75	  -18,22	97,75	     0,9	
98	  0,0317	98	  -20,52	98	     0,9	
98,25	  0,0309	98,25	  -22,85	98,25	     0,9	
98,5	  0,0301	98,5	  -24,82	98,5	     0,9	
98,75	  0,0298	98,75	  -27,23	98,75	     0,9	
99	   0,029	99	  -29,42	99	     0,9	
99,25	  0,0282	99,25	  -31,91	99,25	     0,9	
99,5	  0,0274	99,5	  -33,85	99,5	     0,9	
99,75	  0,0269	99,75	  -35,55	99,75	     0,9	
100	  0,0259	100	  -38,15	100	     0,9	
100,25	  0,0251	100,25	  -40,08	100,25	     0,9	
100,5	  0,0242	100,5	  -41,59	100,5	     0,9	
100,75	  0,0233	100,75	  -42,71	100,75	     0,9	
101	  0,0229	101	  -44,21	101	     0,9	
101,25	  0,0221	101,25	  -44,83	101,25	     0,9	
101,5	  0,0213	101,5	  -46,47	101,5	     0,9	
101,75	  0,0207	101,75	  -47,32	101,75	     0,9	
102	  0,0203	102	  -47,35	102	     0,9	
102,25	  0,0198	102,25	  -48,61	102,25	     0,9	
102,5	  0,0194	102,5	  -49,46	102,5	     0,9	
102,75	  0,0191	102,75	  -50,34	102,75	     0,9	
103	  0,0186	103	  -50,82	103	     0,9	
103,25	  0,0185	103,25	  -51,85	103,25	     0,9	
103,5	  0,0183	103,5	  -52,47	103,5	     0,9	
103,75	   0,018	103,75	   -54,1	103,75	     0,9	
104	  0,0175	104	  -55,27	104	     0,8	
104,25	  0,0173	104,25	   -55,5	104,25	     0,8	
104,5	  0,0169	104,5	  -56,62	104,5	     0,8	
104,75	  0,0167	104,75	  -57,42	104,75	     0,8	
105	  0,0166	105	  -57,91	105	     0,8	
105,25	  0,0163	105,25	  -58,22	105,25	     0,8	
105,5	  0,0163	105,5	  -59,23	105,5	     0,8	
105,75	  0,0163	105,75	  -59,46	105,75	     0,8	
106	  0,0165	106	  -60,83	106	     0,8	
106,25	  0,0162	106,25	  -62,98	106,25	     0,8	
106,5	  0,0163	106,5	  -63,72	106,5	     0,8	
106,75	  0,0162	106,75	  -64,88	106,75	     0,8	
107	  0,0163	107	   -66,6	107	     0,8	
107,25	  0,0162	107,25	  -68,74	107,25	     0,8	
107,5	  0,0161	107,5	  -70,01	107,5	     0,8	
107,75	  0,0159	107,75	  -71,78	107,75	     0,8	
108	  0,0159	108	  -72,51	108	     0,8	
108,25	  0,0162	108,25	  -73,63	108,25	     0,8	
108,5	  0,0161	108,5	  -76,51	108,5	     0,8	
108,75	  0,0164	108,75	  -78,57	108,75	     0,8	
109	  0,0162	109	  -80,82	109	     0,8	
109,25	  0,0163	109,25	  -82,72	109,25	     0,8	
109,5	  0,0165	109,5	   -85,4	109,5	     0,9	
109,75	  0,0164	109,75	  -88,46	109,75	     0,9	
110	  0,0163	110	  -91,92	110	     0,9	
110,25	  0,0161	110,25	  -94,31	110,25	     0,9	
110,5	  0,0162	110,5	  -96,46	110,5	     0,9	
110,75	  0,0159	110,75	  -100,3	110,75	     0,9	
111	  0,0158	111	  -103,8	111	     0,9	
111,25	  0,0154	111,25	  -106,1	111,25	     0,9	
111,5	  0,0151	111,5	  -108,4	111,5	     0,9	
111,75	  0,0151	111,75	  -111,6	111,75	     0,9	
112	  0,0149	112	  -114,4	112	     0,9	
112,25	  0,0145	112,25	  -117,7	112,25	     0,9	
112,5	  0,0141	112,5	  -120,7	112,5	     0,9	
112,75	   0,014	112,75	  -122,3	112,75	     0,9	
113	  0,0138	113	  -125,4	113	     0,9	
113,25	  0,0138	113,25	  -128,7	113,25	     0,9	
113,5	  0,0136	113,5	  -132,2	113,5	     0,9	
113,75	  0,0133	113,75	  -134,8	113,75	     0,8	
114	  0,0132	114	  -138,1	114	     0,8	
114,25	   0,013	114,25	  -140,9	114,25	     0,8	
114,5	  0,0128	114,5	  -145,1	114,5	     0,8	
114,75	  0,0124	114,75	  -148,2	114,75	     0,8	
115	  0,0122	115	  -149,8	115	     0,8	
115,25	  0,0119	115,25	  -153,4	115,25	     0,8	
115,5	   0,012	115,5	  -155,8	115,5	     0,8	
115,75	  0,0119	115,75	  -159,1	115,75	     0,8	
116	  0,0116	116	  -161,9	116	     0,8	
116,25	  0,0116	116,25	  -165,4	116,25	     0,8	
116,5	  0,0117	116,5	  -167,9	116,5	     0,8	
116,75	  0,0118	116,75	  -171,7	116,75	     0,8	
117	  0,0119	117	  -176,5	117	     0,8	
117,25	  0,0118	117,25	   179,7	117,25	     0,8	
117,5	  0,0118	117,5	   174,5	117,5	     0,8	
117,75	  0,0118	117,75	     170	117,75	     0,8	
118	  0,0119	118	   164,9	118	     0,8	
118,25	  0,0115	118,25	   159,3	118,25	     0,8	
118,5	  0,0113	118,5	   154,3	118,5	     0,8	
118,75	   0,011	118,75	   150,2	118,75	     0,8	
119	   0,011	119	     146	119	     0,7	
119,25	  0,0109	119,25	   139,1	119,25	     0,7	
119,5	  0,0105	119,5	   135,1	119,5	     0,7	
119,75	  0,0103	119,75	   129,2	119,75	     0,7	
120	 0,00986	120	   124,2	120	     0,7	
120,25	 0,00966	120,25	   120,1	120,25	     0,7	
120,5	 0,00933	120,5	   114,3	120,5	     0,6	
120,75	 0,00918	120,75	     109	120,75	     0,6	
121	 0,00883	121	   101,7	121	     0,6	
121,25	 0,00824	121,25	   97,02	121,25	     0,6	
121,5	 0,00788	121,5	   90,64	121,5	     0,6	
121,75	 0,00716	121,75	   86,26	121,75	     0,6	
122	  0,0067	122	   82,03	122	     0,5	
122,25	 0,00591	122,25	   78,81	122,25	     0,5	
122,5	 0,00566	122,5	   78,16	122,5	     0,5	
122,75	 0,00525	122,75	   76,45	122,75	     0,4	
123	 0,00514	123	   74,83	123	     0,4	
123,25	 0,00485	123,25	   71,44	123,25	     0,4	
123,5	 0,00452	123,5	   72,83	123,5	     0,4	
123,75	 0,00458	123,75	   70,75	123,75	     0,4	
124	 0,00443	124	   69,92	124	     0,4	
124,25	 0,00464	124,25	   67,42	124,25	     0,4	
124,5	 0,00458	124,5	   63,03	124,5	     0,4	
124,75	 0,00461	124,75	   58,49	124,75	     0,4	
125	 0,00441	125	   52,41	125	     0,4	
125,25	 0,00432	125,25	   50,37	125,25	     0,4	
125,5	 0,00424	125,5	      44	125,5	     0,4	
125,75	   0,004	125,75	   39,63	125,75	     0,4	
126	 0,00393	126	   32,31	126	     0,4	
126,25	  0,0036	126,25	   28,61	126,25	     0,3	
126,5	 0,00364	126,5	   23,24	126,5	     0,3	
126,75	 0,00326	126,75	   16,51	126,75	     0,3	
127	 0,00307	127	   9,828	127	     0,3	
